,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0,0,22,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
layer_1,14,0,0,0,0,0,0,0,2,0,0,0,0,1,3,1,0,16,0,6,0,0,0,0
layer_2,0,4,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0
layer_4,0,1,1,1,2,0,0,1,2,2,0,0,0,0,7,1,0,0,3,4,10,3,0,2
layer_5,0,0,6,4,1,6,2,15,2,12,0,0,0,2,0,0,4,2,2,0,0,0,1,24
layer_6,7,28,0,1,1,0,1,0,13,0,0,2,0,0,3,1,3,2,0,5,6,15,0,8
layer_7,2,0,1,15,0,3,4,1,0,0,0,2,2,1,7,0,0,2,0,0,0,29,2,4
layer_8,0,6,0,0,1,3,0,1,0,13,2,0,1,0,0,0,0,0,0,0,5,0,1,0
layer_9,0,2,1,4,0,0,0,1,0,0,0,0,0,0,2,3,3,0,1,0,5,0,1,0
layer_10,0,0,0,0,0,0,0,1,0,2,2,0,0,3,0,1,0,0,3,0,0,0,0,0
layer_11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_13,9,1,0,0,3,0,0,0,0,0,0,1,2,7,3,1,0,12,9,21,0,0,0,0
layer_14,0,2,0,0,0,0,0,0,0,0,3,0,18,1,0,0,0,2,0,0,0,5,4,0
layer_15,0,0,2,22,0,0,1,0,0,0,1,2,0,1,1,1,0,0,0,0,2,0,0,0
layer_16,0,0,9,0,4,0,0,1,9,1,0,0,0,0,8,0,0,0,2,6,17,1,0,1
layer_17,0,0,3,4,0,3,0,11,1,9,0,3,0,1,1,0,4,4,2,0,0,0,0,27
layer_18,4,17,1,1,2,0,1,1,12,0,0,3,0,0,0,0,1,5,0,1,8,5,0,7
layer_19,1,0,0,20,0,2,0,0,0,0,2,0,0,0,4,0,0,0,5,0,0,3,0,6
layer_20,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
layer_21,0,0,0,0,0,0,26,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0
layer_22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0
layer_23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
