,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,1.0359068,0.21147804,1.6665224,1.0832847,0.6212175,0.41974682,1.4560688,0.10825062,1.6184609,0.4695298,0.5024044,0.3503161
layer_1,0.09573129,0.042738363,0.20809071,0.23796971,0.102755,1.0669447,0.09008584,0.17904323,0.17349137,0.030713141,0.05512903,0.9161532
layer_2,0.29631084,0.00025402082,0.28418127,0.17243232,0.3386409,0.07240582,0.21343343,0.94767886,0.089236185,0.027087077,0.24219874,1.2885376
layer_3,0.04741455,0.23002598,0.29972792,0.068149775,0.22768979,0.2492236,0.051831707,0.7098377,0.060913052,0.7700094,0.08851054,0.36080623
layer_4,0.46052027,0.033934634,0.48996782,0.17603435,0.81088656,0.22771476,0.09377742,0.1538206,0.006406821,0.034746762,0.45961505,0.15683977
layer_5,0.108404785,0.010366498,1.0724871,0.27217752,0.10483762,0.15381892,0.115555406,0.42084873,0.27406788,0.06274289,0.1473158,0.5395429
layer_6,0.70643675,0.13036714,0.03059822,0.26401597,0.12593211,0.69785774,0.06702952,0.047549848,0.07576707,0.10426617,0.052901324,0.037238225
layer_7,0.8604949,0.043319996,0.35942182,0.09240121,0.33557826,0.0024566185,0.027559852,0.19781351,0.2774236,0.2553957,0.55076253,0.13538034
layer_8,0.026217602,0.024804955,0.3930065,0.07953777,0.020098466,0.004129813,0.13093707,0.16293086,0.80426294,0.15929142,0.41545874,0.16501196
layer_9,0.040937524,0.061645113,0.016063439,0.2645861,0.04365135,0.7013449,0.11435918,0.013232646,0.20794243,0.07913621,0.07240883,0.07412443
layer_10,0.027561497,0.025764124,0.8500517,0.07565113,1.0931448,0.77706283,0.12103949,0.1821223,0.30606055,0.5717685,0.28526002,0.23102535
layer_11,0.14769922,0.027152685,0.038911708,0.021491824,0.36392495,0.025862187,0.047580317,0.0383854,0.19417736,0.02009318,0.01608227,0.3582067
