,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,22,2,234,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,70,24,0,16,0,72,0,0,0,0,0,0
layer_1,0,21,0,1,4,0,4,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_2,5,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,3,0,21,7
layer_3,1,0,7,4,0,23,1,1,0,0,44,0,0,0,1,6,5,21,0,0,0,0,0,0,8,0,20,0,25,0,3,4
layer_4,0,1,0,0,34,0,0,23,4,1,0,0,23,4,2,0,0,12,0,0,0,0,0,7,85,0,0,12,0,0,0,44
layer_5,0,0,90,5,1,0,0,0,0,0,0,0,13,48,15,1,16,2,3,0,32,0,0,0,0,13,0,0,0,23,3,6
layer_6,136,14,11,140,2,4,0,4,0,0,0,0,0,0,0,18,2,18,1,12,0,3,8,0,11,1,0,0,0,8,1,18
layer_7,31,3,30,0,31,0,0,0,0,0,0,0,0,0,9,2,68,31,0,0,0,0,0,1,0,0,1,0,0,0,0,76
layer_8,0,0,3,0,0,4,2,3,2,15,0,81,16,14,1,3,0,0,0,0,0,0,3,1,0,130,141,0,0,49,0,0
layer_9,0,0,0,8,31,30,3,13,0,0,0,31,0,89,47,3,0,0,0,1,17,0,0,6,0,0,28,0,28,12,55,1
layer_10,0,0,0,0,0,1,0,0,27,8,3,0,0,0,0,0,13,0,23,1,0,0,0,0,0,0,0,0,20,9,0,0
layer_11,7,0,2,0,0,0,0,0,7,26,1,16,0,0,0,3,3,15,0,1,0,0,0,0,0,0,0,0,4,0,28,4
layer_12,0,0,0,7,0,0,0,113,1,7,4,1,0,0,0,0,0,0,0,6,0,19,6,18,0,0,2,0,0,0,0,0
layer_13,0,0,0,0,52,0,0,0,0,18,0,15,0,0,0,9,0,0,50,0,0,0,0,0,20,0,6,5,0,0,11,0
layer_14,0,0,0,0,1,10,1,0,0,0,1,0,0,0,0,0,1,2,25,18,0,0,0,0,1,6,0,3,0,0,0,0
layer_15,15,0,0,0,0,0,1,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0
