,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,35,15,21,53,38,35,32,56,170,24,79,71
layer_1,2,49,1,0,1,3,0,0,0,0,0,2
layer_2,76,4,0,1,22,0,0,7,1,76,2,4
layer_3,3,0,1,56,3,24,0,0,2,45,5,42
layer_4,4,1,0,0,0,51,3,0,2,0,0,37
layer_5,56,0,0,0,2,0,0,0,0,68,19,0
layer_6,0,0,0,0,5,3,15,0,0,56,0,54
layer_7,3,0,23,0,58,24,0,0,3,16,45,2
layer_8,0,0,0,0,0,2,0,0,0,10,0,1
layer_9,0,0,4,0,0,3,0,5,1,3,1,0
layer_10,5,0,17,1,0,0,0,0,1,0,0,2
layer_11,0,0,15,0,0,1,0,0,6,26,0,0
