,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,57,18,44,11,22,19,27,10,15,42,35,15,40,33,20,21,42,28,9,17,22,17,23,7,17,22,48,40,2,16,24,31,24,16,23,25,21,47,18,38,20,21,44,43,16,41,9,14,46,30,26,29,35,34,31,16,35,35,18,17,35,13,26,35,17,30,31,13,37,8,15
layer_1,1,28,17,9,14,7,17,59,6,9,6,25,10,5,13,2,14,16,26,20,13,6,3,13,10,9,12,6,25,2,7,9,22,4,23,15,8,25,20,22,18,3,5,6,10,13,12,7,42,6,11,13,6,9,17,18,2,16,10,8,7,11,11,18,7,9,16,11,40,14,13
layer_2,3,33,21,18,7,76,11,15,19,14,44,13,19,26,11,11,16,16,19,14,20,37,12,17,14,12,14,15,1,8,14,22,13,12,26,27,6,12,18,12,18,15,23,12,22,8,16,16,9,9,8,4,39,16,6,24,14,54,14,13,19,20,16,16,19,13,19,12,26,12,10
layer_3,13,11,13,22,41,44,15,18,10,12,12,2,13,23,32,10,13,13,16,21,24,14,13,17,14,52,21,35,13,31,34,33,14,17,13,46,12,14,27,10,28,13,17,9,13,15,13,13,37,16,17,23,12,68,21,9,25,52,28,19,52,15,13,17,14,18,14,13,12,18,11
layer_4,14,16,14,30,14,14,9,11,14,14,14,14,14,14,14,14,15,14,14,14,14,14,14,14,14,14,14,29,14,14,18,14,14,14,14,14,14,14,14,14,14,14,14,14,14,25,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,13,14,14,14,14,14,13,14,14,14
layer_5,14,14,14,14,14,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,29,14,14,14,14,14,15,14,14,13,14,14,14,14,14,14,14,14,14,14
layer_6,14,14,14,14,14,15,14,14,13,14,15,14,14,14,14,14,14,14,14,14,14,14,15,14,16,15,14,14,14,14,14,14,14,15,14,15,22,14,14,14,14,14,17,15,14,24,14,14,40,13,14,14,15,14,20,17,3,14,15,33,14,14,14,14,15,14,14,14,14,14,17
layer_7,14,15,10,14,14,14,14,14,14,14,14,17,14,14,34,14,14,14,14,14,17,14,14,14,14,14,14,14,14,15,14,14,14,15,14,14,14,14,13,14,14,14,14,12,14,18,17,21,14,14,14,15,14,14,14,16,14,15,14,14,14,14,14,57,11,14,15,14,14,14,14
layer_8,14,14,14,14,14,14,14,14,14,14,15,14,14,14,13,14,14,18,14,14,16,14,14,15,17,14,14,19,51,1,16,15,16,16,14,16,14,14,14,16,15,14,14,14,14,14,15,14,12,14,15,14,14,15,14,16,14,14,17,14,14,14,16,14,15,13,16,13,14,18,14
layer_9,15,14,14,14,14,14,14,14,14,20,14,14,14,14,14,14,13,14,14,15,14,14,14,32,14,14,17,14,16,14,15,14,14,14,14,14,14,14,14,14,22,14,14,14,14,14,14,14,14,14,15,14,14,14,16,26,14,14,14,14,14,14,15,14,14,14,14,14,14,14,0
layer_10,14,15,14,17,14,14,16,20,28,14,14,14,15,14,14,14,18,14,14,16,26,14,14,17,15,22,15,15,15,14,19,16,14,19,25,15,27,16,14,15,14,14,16,14,14,14,14,11,14,14,14,23,17,14,14,15,15,16,15,14,14,14,18,14,14,14,15,20,14,14,14
layer_11,16,15,14,14,14,14,14,14,15,14,1,14,14,18,14,14,19,12,14,14,14,14,18,21,14,14,14,14,15,18,14,14,15,38,14,14,14,20,14,15,16,15,14,14,14,22,14,15,16,19,14,38,16,15,14,14,14,14,14,14,15,26,18,15,15,14,59,13,14,15,15
layer_12,14,18,14,14,19,15,13,23,14,13,14,14,14,14,14,17,14,16,14,14,17,14,14,14,15,14,15,14,42,14,24,13,14,14,15,15,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,15,14,14,13,14,13,15,13,14,27,14,14,14,14,14,14,14,14,15
layer_13,14,14,15,15,14,14,14,14,16,15,13,11,29,14,14,14,15,14,14,14,14,14,15,14,17,15,14,14,14,23,14,27,16,18,15,15,13,14,15,25,20,15,15,15,14,14,14,14,15,14,14,15,14,13,14,14,14,15,14,14,16,14,14,14,14,16,14,16,14,14,16
layer_14,14,14,14,14,14,14,14,14,14,17,14,14,14,14,15,14,14,14,14,14,14,14,15,14,14,14,14,14,14,30,14,14,14,14,14,14,0,18,14,14,14,14,14,14,14,18,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,14,14,14,14,14,14,14,14
layer_15,14,15,15,14,14,14,14,14,14,14,14,14,14,14,15,14,14,15,14,15,14,0,14,14,14,15,15,14,14,14,15,19,14,14,14,14,17,13,14,14,14,14,15,16,14,14,16,14,13,14,14,14,14,13,14,14,15,15,14,14,14,14,13,14,14,15,15,15,14,27,20
layer_16,14,14,14,14,14,14,14,14,14,14,14,14,15,21,14,14,16,14,14,14,14,14,14,14,16,14,14,14,14,14,14,14,14,6,15,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,15,14,15,14,14,14,29,14,14,14,14,14,14,14,14,14
layer_17,14,14,14,14,18,15,14,14,14,15,14,14,14,14,14,15,13,15,14,14,14,14,16,14,16,19,17,24,14,25,14,14,14,14,16,21,14,14,17,14,14,16,14,14,14,14,15,14,14,14,15,14,16,33,14,14,14,1,15,13,14,14,14,14,14,14,15,16,16,14,14
layer_18,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,14,14,14,14,14,16,14,14,14,14,14,14,14,14,14,14,13,15,14,14,14,15,14,14,14,14,14,14,14,10,14,15,14,14,14,14,15,14,14,14,19,14,14,14,14,13,14
layer_19,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
layer_20,14,14,14,15,16,14,14,14,14,14,15,15,16,15,4,14,14,15,14,15,14,14,15,14,14,15,15,14,32,15,14,26,14,14,14,14,16,14,14,14,14,15,19,16,15,14,15,14,14,16,14,14,14,14,15,14,14,13,15,14,14,15,14,14,14,14,19,14,14,14,14
