,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,913,0,1392,161,1,429,2272,42,23,616,147,432
layer_1,15,230,34,17,65,28,40,198,28,173,172,4
layer_2,0,12,24,0,94,40,21,1,40,5,0,22
layer_3,20,0,10,865,20,289,12,0,449,23,0,251
layer_4,3,49,22,1068,1046,808,56,12,1898,10,1678,213
layer_5,83,0,45,0,0,121,0,0,0,0,0,202
layer_6,187,0,1992,472,0,222,146,1,13,448,6,152
layer_7,10,0,0,155,814,0,0,3,0,0,0,0
layer_8,138,0,630,1,257,736,0,0,603,0,568,515
layer_9,0,128,0,0,0,0,0,0,2053,0,0,0
layer_10,10,51,51,29,28,31,31,21,851,22,145,32
layer_11,1079,10,181,62,46,92,284,320,3594,50,1640,375
