,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,247.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,1.0,0.0,15.0,386.0,761.0
layer_1,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,2.0,147.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,3.0,0.0
layer_2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
layer_3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,59.0,0.0,8.0,30.0,0.0,9.0,4.0
layer_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,23.0,0.0
layer_5,65.0,60.0,73.0,4.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,32.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_6,0.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,66.0,163.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,6.0
layer_7,26.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,25.0,9.0,5.0,14.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_8,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,27.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,14.0,0.0,5.0,0.0,2.0,17.0,1.0,0.0,96.0
layer_9,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,116.0,47.0
layer_10,0.0,2.0,0.0,1.0,10.0,23.0,0.0,51.0,0.0,0.0,1.0,0.0,53.0,11.0,46.0,127.0,9.0,1.0,0.0,153.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,35.0,4.0,0.0,22.0
layer_11,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,656.0,1.0,0.0,2.0,16.0,2.0,2.0,17.0,1.0,0.0,0.0,7.0,9.0,2.0,0.0
layer_12,370.0,94.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,13.0,21.0,2.0,2.0,0.0,0.0,0.0,110.0
layer_13,2.0,76.0,121.0,0.0,137.0,0.0,3.0,0.0,4.0,39.0,3.0,1.0,3.0,81.0,3.0,103.0,3.0,4.0,21.0,1.0,0.0,3.0,25.0,11.0,3.0,7.0,16.0,9.0,0.0,2.0,93.0,69.0
layer_14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,552.0,0.0,22.0,17.0,0.0,1.0,0.0,23.0,9.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0
layer_15,42.0,2.0,0.0,36.0,1.0,0.0,3.0,0.0,12.0,3.0,2.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,14.0
layer_16,14.0,0.0,1.0,0.0,0.0,2.0,24.0,4.0,23.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,86.0,2.0,1.0,16.0,1.0,0.0,0.0,5.0,16.0
layer_17,0.0,0.0,0.0,0.0,97.0,66.0,61.0,3.0,0.0,1.0,5.0,458.0,2.0,3.0,31.0,2.0,51.0,14.0,183.0,7.0,141.0,8.0,503.0,23.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0
layer_18,0.0,0.0,1.0,0.0,2.0,294.0,0.0,210.0,47.0,0.0,27.0,5.0,0.0,1.0,1.0,1.0,62.0,46.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,14.0
layer_19,4.0,301.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,13.0,25.0,0.0,43.0,2.0,14.0,2.0,2.0,1.0,6.0,13.0
layer_20,0.0,2.0,2.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,78.0,41.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,12.0,16.0,0.0,0.0,0.0,0.0
layer_21,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,25.0,0.0,190.0,7.0
layer_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,151.0,0.0,29.0,69.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0
layer_23,0.0,7.0,10.0,2.0,0.0,43.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,56.0,25.0,21.0,5.0,28.0,26.0,8.0,89.0,0.0,38.0,95.0,1.0,1.0,1.0,2.0
layer_24,162.0,600.0,34.0,96.0,2.0,0.0,1.0,11.0,52.0,1.0,4.0,0.0,0.0,6.0,30.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_25,2.0,0.0,0.0,49.0,0.0,2.0,4.0,3.0,0.0,29.0,0.0,0.0,5.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0
layer_26,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,2.0,4.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,11.0,43.0,1.0,23.0,0.0,12.0,6.0,2.0,0.0,16.0,2.0,4.0
layer_27,0.0,14.0,0.0,7.0,0.0,4.0,7.0,2.0,0.0,4.0,1.0,27.0,0.0,123.0,0.0,87.0,0.0,20.0,12.0,8.0,3.0,0.0,2.0,28.0,2.0,10.0,5.0,1.0,56.0,0.0,0.0,0.0
layer_28,0.0,0.0,0.0,0.0,66.0,0.0,35.0,5.0,26.0,4.0,61.0,8.0,5.0,24.0,23.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,280.0,0.0
layer_29,0.0,0.0,9.0,3.0,90.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,3.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,5.0,70.0,3.0,1.0,71.0,4.0,1.0,3.0
layer_30,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,34.0,0.0,0.0,150.0,3.0,8.0,0.0,17.0,5.0,8.0,11.0,0.0,6.0,8.0,105.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
