,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,356,34,401,207,2198,166,106,2098,598,68,1067,35,0,127,60,485,1960,22,139,9,13,1321,11,19
layer_1,90,0,16,18,9,2,14,2,2,8,4,1,6,0,2067,15,4,0,422,20,2,280,14,0
layer_2,116,3,38,116,5,5,0,1,37,45,32,0,0,145,1,24,0,2,11,52,18,6,9,41
layer_3,47,2,62,26,135,99,5,135,463,56,18,102,42,688,42,99,147,31,2,84,0,1,10,0
layer_4,116,0,5,80,8,472,209,0,0,0,8,150,209,299,2,6,85,1,4,4,100,2,164,832
layer_5,183,731,435,39,143,152,177,60,704,33,180,66,87,60,289,290,371,56,6,127,53,300,317,112
layer_6,872,18,153,206,437,10,497,177,28,28,124,55,29,280,0,368,90,28,573,0,1,0,587,20
layer_7,93,316,128,8,221,163,126,174,240,427,122,352,43,65,86,431,246,114,172,26,108,44,2,27
layer_8,99,240,2,508,439,24,77,158,54,7,100,227,128,601,381,104,7,16,764,160,14,36,47,116
layer_9,1,10,1,287,296,8,79,57,1,2,369,337,17,78,89,2,11,922,1,689,7,30,136,1
layer_10,398,441,1,369,31,2,6,0,241,76,871,205,276,140,394,655,0,96,130,141,109,1189,75,102
layer_11,115,47,139,164,76,199,288,208,393,116,369,172,319,97,393,80,93,245,332,149,362,52,71,184
layer_12,202,128,257,235,1127,124,179,88,18,72,107,158,146,90,490,196,124,98,113,247,125,494,166,120
layer_13,71,224,199,749,449,209,731,89,52,232,126,1848,784,371,2679,546,181,254,289,369,1117,123,8,1698
layer_14,469,189,564,1318,76,378,42,56,197,96,156,20,112,415,85,1320,232,148,159,1771,73,229,32,95
layer_15,83,70,930,651,118,1581,424,1012,2144,1570,928,1054,165,2384,172,520,592,29,62,955,82,45,271,54
layer_16,160,470,78,1954,527,1970,107,58,71,998,914,467,432,107,47,110,935,109,228,533,2093,616,32,1604
layer_17,56,2064,1968,453,896,574,86,296,2669,410,693,717,313,287,431,52,1866,195,63,513,407,60,744,64
layer_18,1687,115,46,240,71,1348,2223,58,59,1911,146,1017,59,57,206,1873,121,116,1843,1142,944,60,490,1489
layer_19,12,704,1911,166,31,1719,2044,1592,62,478,434,2871,60,67,60,1052,31,2007,111,64,55,360,53,341
layer_20,31,1835,98,227,1480,1025,1650,1870,60,99,60,1038,265,38,1952,72,188,466,1957,133,189,29,126,1860
layer_21,59,1690,867,1956,38,27,423,1493,716,177,260,474,297,43,1411,66,905,893,780,891,1052,36,928,93
layer_22,1802,1061,391,20,14,156,162,570,467,537,1868,11,20,892,850,297,318,209,1652,1368,289,347,520,42
layer_23,903,41,11,1485,139,1029,206,1453,497,213,1043,1122,90,640,365,5,39,57,322,707,664,51,22,122
