,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,8,1,27,14,28,5,0,29,3,0,1,4,0,0,0,9,25,1,1,0,0,66,0,0
layer_1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,17,0,0,0,4,3,1,26,0,0
layer_2,5,0,3,3,1,0,0,0,7,1,5,0,0,4,0,0,0,0,0,2,2,1,1,2
layer_3,2,0,2,2,4,2,0,4,15,2,0,3,3,22,2,4,5,1,0,3,0,0,0,0
layer_4,6,0,0,2,0,11,9,0,0,0,0,5,10,12,0,0,3,0,0,0,1,0,8,31
layer_5,4,11,5,0,3,3,7,1,27,3,4,0,4,1,10,13,16,1,0,8,1,9,8,1
layer_6,19,0,8,7,23,0,16,8,2,1,6,2,3,11,0,11,1,2,18,0,0,0,15,1
layer_7,5,19,7,2,11,7,6,11,8,21,7,18,3,3,3,17,11,10,6,2,4,1,0,1
layer_8,3,8,0,23,15,1,2,4,1,0,4,12,4,19,18,6,1,1,26,9,0,1,1,3
layer_9,0,0,0,12,12,0,5,2,0,0,12,13,1,2,3,0,0,37,0,27,1,1,7,0
layer_10,16,14,0,17,0,0,0,0,3,2,30,7,11,7,15,26,0,4,5,5,6,39,6,0
layer_11,11,2,7,10,4,11,12,10,13,9,17,8,12,4,17,2,8,17,20,6,10,5,5,13
layer_12,5,2,8,7,39,1,4,1,1,4,3,1,3,10,16,8,6,1,5,13,4,24,4,4
layer_13,12,5,4,22,23,6,19,2,26,5,4,50,15,5,80,29,5,13,9,5,30,3,0,50
layer_14,6,3,21,56,4,15,4,1,4,2,4,1,2,9,3,49,6,2,15,65,3,12,2,2
layer_15,5,23,26,20,5,44,8,32,59,41,23,34,8,74,19,10,13,0,4,20,8,1,2,7
layer_16,6,17,5,52,22,50,10,19,15,25,22,15,10,4,1,3,12,5,8,11,66,14,0,48
layer_17,8,40,56,18,20,15,17,20,76,15,21,20,4,18,19,7,51,13,21,22,12,12,17,22
layer_18,39,24,8,14,1,40,62,16,22,56,21,33,3,0,21,50,20,3,50,28,25,18,7,47
layer_19,2,27,53,21,0,32,59,36,24,24,18,76,22,20,19,12,0,63,13,13,14,20,12,20
layer_20,0,46,21,6,17,25,55,55,16,12,17,31,22,0,54,23,13,11,52,19,15,0,14,55
layer_21,19,46,25,57,0,0,15,25,12,17,12,24,6,0,47,19,11,11,22,27,25,0,27,14
layer_22,43,24,10,0,1,10,4,19,15,15,48,0,0,24,34,23,7,22,41,39,8,12,13,15
layer_23,20,2,0,21,5,11,15,41,11,1,18,32,0,36,15,1,2,0,8,33,20,22,0,1
