,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,151.32103,2238.211,84.59279,182.6088,176.58423,217.03926,467.56448,383.69415,507.95786,29.184326,14.671493,25.492691,34.44704,227.9445,116.433044,1027.1935,134.85385,256.2725,472.963,835.476,445.95328,42.202106,0.008309278,0.06458826
layer_1,628.04156,1156.9067,60.211292,67.43887,268.8233,188.73447,128.05592,30.97566,156.16087,450.3514,91.82639,134.0686,423.4361,128.94135,408.13345,826.82306,594.77734,4.992817,28.727497,128.24103,54.834274,91.875305,160.72987,123.65313
layer_2,120.11361,27.691797,88.42108,82.192795,37.086742,338.86465,60.137035,283.68753,65.631386,30.747017,14.88879,5.865898,146.39998,95.946,59.715523,2.8867576,0.9551203,7.8177056,80.522316,5.8246665,39.601658,60.838467,26.091959,459.2731
layer_3,54.99252,63.91115,134.2109,90.663055,99.54841,93.8405,360.93753,412.81708,218.32503,105.36248,21.081043,79.26777,486.8337,237.64009,81.54452,151.17783,99.97848,54.52539,80.75323,108.22004,27.068947,230.07954,74.177246,112.45412
layer_4,77.31646,96.20506,74.56452,316.2798,159.06337,170.95645,126.994415,398.202,88.24723,529.3798,286.62363,168.53297,783.0617,233.40797,2.1102662,96.77355,42.15699,158.62619,530.8365,110.011536,115.37969,25.280739,30.466013,305.9894
layer_5,42.29557,405.68143,612.15234,19.701189,32.956337,26.744354,1.902006,0.9122175,14.689348,640.2896,372.81503,210.54295,289.4167,591.92847,132.29797,36.295635,159.27159,48.627174,67.68938,283.49255,157.99939,387.21783,692.3865,202.46173
layer_6,137.19412,20.328009,82.10452,144.8138,108.37224,358.7982,683.8611,1627.8,807.71045,410.00735,111.07734,612.77747,1085.5889,131.21866,581.07465,322.792,164.2731,107.5264,47.390182,18.220165,219.75533,75.07299,31.230917,611.14166
layer_7,530.0858,969.4463,34.506542,247.46399,85.02896,79.36421,326.87994,405.907,332.14474,673.8432,127.65937,114.1799,271.11945,741.7196,274.2245,370.6307,267.37546,140.28569,53.490868,70.94237,41.953876,210.1862,217.74959,233.81184
layer_8,44.58782,109.02521,11.662119,511.16553,181.04356,577.78076,10.536252,78.54592,3.873486,335.19598,137.52501,524.09656,297.11032,269.50085,269.49918,850.6494,503.04694,117.01133,126.445015,148.63826,240.76949,137.61868,167.12442,130.24127
layer_9,339.4019,234.39096,384.67206,83.26319,179.26616,69.339485,1035.098,1105.7672,637.9379,87.04505,78.08128,99.33076,429.91245,186.23402,309.04,128.98764,254.86047,251.62389,170.01476,26.226835,121.86114,193.07944,468.50647,50.62352
layer_10,605.34204,237.53085,315.59296,52.00079,29.194551,64.16183,173.27052,296.36923,239.0048,163.18665,191.3401,39.7283,1414.6334,593.5894,1092.5238,172.9049,209.86926,277.0771,311.63745,284.8184,280.47894,16.694733,90.87743,133.49324
layer_11,506.59354,102.55083,283.42532,245.17525,147.3337,177.51006,207.52992,286.68692,323.6681,227.22482,264.44034,383.9819,197.96419,925.3792,573.40424,182.77078,441.33585,102.26855,438.15778,553.8807,324.30167,297.45633,504.1513,348.47226
layer_12,209.6445,148.42036,242.25401,29.559692,39.88466,164.07146,332.65103,237.99007,274.6287,155.20401,170.88501,187.72298,222.83861,94.67356,234.30443,57.647793,81.94564,719.83606,133.76353,20.62362,37.634655,130.38649,250.19643,437.78568
layer_13,207.50612,163.14505,127.757355,72.94073,178.04846,189.72763,1551.9652,798.48126,965.85767,206.42575,317.40924,370.5892,121.23897,6.534574,6.9031973,219.38773,57.394257,108.91933,249.24924,522.01355,232.92476,140.6764,87.500694,100.14687
layer_14,664.21533,10.00279,3.6220424,680.33026,681.5024,834.2421,696.1209,291.76245,358.02777,424.02905,66.42137,63.40274,52.683178,99.06943,50.879276,257.80283,209.29092,226.55122,267.16968,262.75278,282.09872,22.726635,4.248942,930.7997
layer_15,91.278656,94.897,475.81427,904.96643,605.74133,204.92851,55.019516,83.47144,1038.6836,473.54944,390.61957,354.76868,21.337704,12.118064,319.55325,295.65924,153.39645,263.54797,24.283154,33.591774,36.68569,113.46122,88.54065,199.21007
layer_16,51.70621,281.34863,29.28035,5.038036,92.03732,27.242142,151.61897,111.21486,195.57649,153.88972,59.367397,335.75552,48.88345,24.908735,38.485046,26.458792,28.206308,38.618664,192.59508,449.80405,198.73196,168.4488,21.834667,14.48263
layer_17,23.201427,28.271236,90.42655,15.974524,15.631197,171.56538,608.0591,356.7762,242.14963,17.888372,16.026958,19.92235,8.343161,62.88084,35.05137,97.22672,55.00667,83.09082,212.82523,168.34499,29.288172,38.54662,118.63156,55.58523
layer_18,179.71065,26.636864,15.85505,53.961147,16.131784,174.70433,366.37604,174.51967,118.19741,88.26046,50.256805,48.9521,11.883416,32.355778,45.073883,10.376425,79.14845,212.5945,21.604666,28.090609,66.199974,424.4939,30.662306,68.72292
layer_19,40.956535,235.63954,214.6779,936.3385,483.12717,706.13477,309.8936,434.1341,53.09925,147.25595,80.0678,279.79352,37.061348,169.648,44.96398,11.468608,33.30742,34.896988,38.740616,169.03964,36.178017,8.612455,6.990657,10.207815
layer_20,69.68537,50.103977,32.07132,23.130459,19.771982,19.621922,112.34537,68.327545,51.96022,11.0279045,9.715671,11.6368475,290.35687,217.38344,56.795734,33.963577,18.785564,26.97279,31.596128,173.43573,103.88592,95.268585,263.42688,293.87988
layer_21,325.11542,58.718872,110.1762,23.934532,9.915011,8.614903,46.737312,19.429663,59.39792,160.27002,100.621056,289.23874,8.133836,5.7157955,17.25877,10.144118,23.958324,6.259673,19.4477,7.114891,25.66243,88.70368,131.50781,155.02942
layer_22,35.381245,97.604034,9.405099,4.388994,5.087242,5.8461537,18.23236,20.712988,34.141644,8.505316,4.86961,11.293156,35.65908,53.263077,348.626,109.48049,616.1196,193.40309,13.21111,15.458293,17.923101,140.72859,73.13058,106.28532
layer_23,62.781128,70.12198,77.455925,40.57965,77.456116,256.43167,51.572018,68.289444,94.17941,10.478724,36.746338,14.79936,7.1540112,40.691128,131.90387,148.62184,158.36652,150.46078,18.291916,22.783495,150.08482,51.90352,35.668617,111.86765
layer_24,15.526487,29.133133,19.444715,17.044828,11.1215515,24.672308,194.98932,62.329662,169.14758,97.7195,234.56815,52.591515,127.907906,23.557117,213.55118,21.535557,30.804153,17.607573,34.72583,39.784405,20.078245,55.0767,108.36105,45.252068
layer_25,57.060207,149.23306,55.5052,162.67552,139.76727,31.73896,134.75258,118.186844,125.81602,22.819214,19.096796,31.627634,34.721924,22.988441,29.737257,27.291399,18.964941,15.659254,479.37576,41.681465,421.93362,70.35199,59.97097,206.436
layer_26,121.16669,145.60602,124.82727,82.47922,146.46788,87.89728,131.03844,135.84077,49.57681,16.394913,44.053932,31.70937,246.25903,177.71336,327.9114,150.22606,63.45234,244.7034,117.00277,85.0499,127.290596,10.42434,19.30992,58.078884
layer_27,249.3409,162.48874,145.69423,72.07189,535.83563,263.844,56.008476,173.15988,151.32555,390.40683,129.59271,61.583496,50.859756,77.722466,36.758442,12.195661,17.787895,59.0497,182.77766,313.09482,105.05459,284.68723,108.075714,42.18286
