,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,550,158,41,75,814,129,0,221,33,419,286,489
layer_1,371,97,51,538,110,544,46,29,266,84,238,35
layer_2,228,64,181,936,107,89,63,96,86,96,74,99
layer_3,257,50,86,1132,67,38,45,283,37,490,212,51
layer_4,49,552,25,112,49,226,79,11,176,589,115,34
layer_5,89,118,136,628,201,808,97,51,212,517,98,255
layer_6,10,39,423,81,130,360,2,68,117,58,1117,103
layer_7,195,554,1154,509,27,232,689,1004,895,6,0,261
layer_8,123,16,16,66,542,201,12,1031,485,204,549,446
layer_9,226,69,148,187,157,158,171,136,402,175,196,187
layer_10,120,119,134,137,143,131,189,195,130,112,129,84
layer_11,152,172,145,178,156,173,162,161,159,123,168,148
