,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,9.0,74.0,5.0,2.0,1.0,54.0,1.0,200.0,0.0,0.0,24.0,1.0,3.0,2.0,0.0,1.0
layer_1,10.0,20.0,17.0,45.0,19.0,11.0,24.0,30.0,18.0,23.0,23.0,0.0,62.0,17.0,22.0,15.0
layer_2,22.0,35.0,25.0,22.0,22.0,0.0,31.0,24.0,25.0,6.0,44.0,22.0,25.0,19.0,20.0,30.0
layer_3,135.0,21.0,18.0,21.0,101.0,64.0,42.0,19.0,100.0,114.0,49.0,23.0,29.0,15.0,21.0,22.0
layer_4,15.0,133.0,78.0,110.0,95.0,97.0,55.0,82.0,175.0,169.0,218.0,66.0,84.0,30.0,209.0,113.0
layer_5,61.0,203.0,81.0,23.0,17.0,17.0,93.0,136.0,74.0,146.0,16.0,27.0,26.0,32.0,153.0,66.0
layer_6,80.0,53.0,32.0,37.0,34.0,30.0,314.0,0.0,19.0,53.0,40.0,27.0,29.0,253.0,27.0,31.0
layer_7,281.0,32.0,163.0,260.0,39.0,46.0,258.0,270.0,107.0,75.0,53.0,24.0,192.0,258.0,21.0,26.0
layer_8,37.0,23.0,0.0,131.0,169.0,1.0,22.0,51.0,21.0,7.0,22.0,25.0,21.0,21.0,0.0,22.0
layer_9,67.0,133.0,25.0,27.0,49.0,23.0,269.0,230.0,74.0,309.0,59.0,74.0,99.0,112.0,0.0,62.0
layer_10,21.0,21.0,21.0,22.0,20.0,47.0,21.0,21.0,18.0,21.0,60.0,21.0,21.0,20.0,25.0,21.0
layer_11,21.0,32.0,33.0,22.0,153.0,170.0,25.0,24.0,94.0,43.0,24.0,16.0,91.0,33.0,195.0,81.0
layer_12,51.0,9.0,21.0,21.0,38.0,21.0,21.0,15.0,21.0,40.0,21.0,29.0,33.0,18.0,33.0,22.0
layer_13,22.0,56.0,25.0,126.0,134.0,21.0,21.0,85.0,23.0,24.0,311.0,37.0,100.0,37.0,82.0,209.0
layer_14,21.0,20.0,29.0,21.0,21.0,21.0,21.0,21.0,39.0,21.0,21.0,31.0,21.0,21.0,21.0,37.0
layer_15,21.0,22.0,33.0,87.0,24.0,20.0,24.0,63.0,22.0,192.0,27.0,126.0,35.0,68.0,30.0,8.0
layer_16,21.0,21.0,21.0,29.0,23.0,20.0,22.0,21.0,21.0,23.0,21.0,20.0,21.0,21.0,21.0,21.0
layer_17,16.0,62.0,21.0,21.0,26.0,46.0,11.0,59.0,25.0,26.0,58.0,223.0,30.0,35.0,68.0,21.0
layer_18,21.0,34.0,20.0,21.0,31.0,21.0,22.0,20.0,20.0,30.0,21.0,21.0,22.0,21.0,21.0,24.0
layer_19,33.0,36.0,21.0,23.0,19.0,23.0,24.0,68.0,177.0,21.0,22.0,25.0,25.0,107.0,22.0,22.0
layer_20,21.0,22.0,21.0,19.0,26.0,21.0,21.0,22.0,21.0,21.0,38.0,22.0,21.0,22.0,26.0,21.0
layer_21,42.0,23.0,23.0,19.0,42.0,21.0,19.0,20.0,21.0,25.0,92.0,205.0,38.0,264.0,21.0,222.0
layer_22,20.0,26.0,177.0,34.0,27.0,22.0,25.0,28.0,21.0,24.0,24.0,88.0,22.0,51.0,157.0,20.0
layer_23,166.0,91.0,19.0,21.0,15.0,94.0,85.0,25.0,2.0,178.0,6.0,62.0,191.0,0.0,191.0,31.0
