,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,28.0,82.0,151.0,254.0,109.0,121.0,389.0,133.0,71.0,229.0,111.0,110.0
layer_1,17.0,32.0,357.0,72.0,241.0,191.0,88.0,52.0,4.0,0.0,2.0,0.0
layer_2,12.0,65.0,123.0,76.0,13.0,84.0,1.0,297.0,1.0,3.0,9.0,154.0
layer_3,11.0,133.0,0.0,213.0,70.0,6.0,22.0,24.0,67.0,7.0,264.0,28.0
layer_4,0.0,1.0,167.0,200.0,71.0,5.0,4.0,103.0,19.0,110.0,222.0,1.0
layer_5,50.0,47.0,0.0,97.0,66.0,0.0,146.0,93.0,73.0,0.0,293.0,1.0
layer_6,34.0,0.0,2.0,36.0,9.0,12.0,8.0,277.0,117.0,369.0,135.0,96.0
layer_7,0.0,10.0,1.0,59.0,4.0,7.0,0.0,3.0,51.0,13.0,10.0,90.0
layer_8,3.0,49.0,0.0,204.0,38.0,1.0,28.0,0.0,9.0,2.0,3.0,1.0
layer_9,3.0,1.0,1.0,13.0,9.0,3.0,3.0,18.0,4.0,34.0,152.0,1.0
layer_10,186.0,0.0,23.0,101.0,1.0,0.0,7.0,2.0,92.0,7.0,14.0,20.0
layer_11,4.0,2.0,9.0,0.0,70.0,13.0,5.0,121.0,1.0,6.0,1.0,0.0
