,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,165,425,6,0,1,90,0,3,3,1,0,1,44,1,0,102,0,304,25,0,1,136,0,0
layer_1,0,0,0,3,25,1,1,0,31,0,0,0,45,0,14,0,0,0,0,0,0,0,37,11
layer_2,0,4,4,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0
layer_3,0,0,41,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,9,0,26
layer_4,0,1,0,9,0,4,0,0,0,0,2,57,0,15,0,0,1,1,0,7,0,0,0,10
layer_5,1,6,0,0,0,0,0,0,0,6,6,16,5,0,1,0,1,0,0,0,0,0,1,33
layer_6,10,0,0,0,1,38,8,1,6,13,0,4,1,0,0,0,0,20,0,0,1,0,84,93
layer_7,17,54,0,1,0,0,0,2,68,13,14,0,1,3,2,0,3,0,12,0,2,8,16,0
layer_8,0,0,0,2,21,48,0,0,0,3,5,12,1,1,20,28,0,0,26,0,0,2,12,3
layer_9,2,34,4,0,0,0,3,7,47,0,3,0,1,0,3,0,1,0,24,0,42,0,0,5
layer_10,4,0,0,0,5,0,0,43,0,0,2,0,20,3,36,0,4,0,0,0,0,0,0,0
layer_11,2,0,1,8,1,6,0,0,6,6,0,1,31,10,20,0,6,10,45,26,2,21,4,17
layer_12,2,18,1,1,0,46,32,16,1,10,4,9,4,0,1,2,10,4,3,0,0,1,25,22
layer_13,1,11,4,6,7,2,395,17,3,45,1,8,0,0,13,8,1,4,7,1,0,0,0,7
layer_14,231,0,0,74,10,66,10,22,0,36,11,8,4,0,0,7,7,19,0,29,9,7,3,4
layer_15,4,2,25,30,6,1,0,0,9,8,7,39,0,0,4,22,1,15,1,0,0,15,6,10
layer_16,0,4,0,0,7,1,19,5,0,11,0,7,1,0,0,0,0,2,15,15,29,7,14,1
layer_17,25,1,7,0,0,2,31,2,1,1,0,1,0,0,0,35,5,0,0,7,3,0,2,0
layer_18,0,5,1,0,0,0,5,7,0,0,0,4,0,0,0,0,11,4,0,1,3,0,12,0
layer_19,15,33,0,7,12,0,12,31,1,6,1,7,0,8,2,0,0,0,6,7,5,0,1,6
layer_20,0,0,1,3,0,3,7,0,0,0,0,3,1,4,0,4,3,5,10,6,2,44,0,7
layer_21,1,0,4,0,0,0,0,0,2,0,0,54,0,0,3,0,3,0,1,1,1,2,0,0
layer_22,0,1,0,0,0,0,0,0,1,0,0,0,2,1,32,0,7,28,1,0,1,0,0,0
layer_23,0,1,27,0,0,0,0,0,9,0,1,0,0,21,30,0,6,40,0,0,13,3,0,21
layer_24,0,1,1,0,0,0,14,114,2,1,0,71,20,1,0,0,1,0,0,1,0,19,0,3
layer_25,0,4,6,1,0,2,20,0,10,1,3,0,0,1,0,0,0,0,13,0,0,24,3,47
layer_26,1,10,20,3,4,5,1,25,0,0,0,0,20,26,34,1,3,5,7,31,8,0,0,5
layer_27,35,15,4,0,11,36,0,1,8,3,7,28,0,1,0,0,0,2,16,9,0,16,12,9
