,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,7.0,8.0,112.0,190.0,16.0,11.0,23.0,6.0,100.0,14.0,197.0,119.0
layer_1,9.0,64.0,11.0,1.0,13.0,19.0,1.0,3.0,0.0,0.0,15.0,7.0
layer_2,200.0,9.0,0.0,0.0,12.0,3.0,9.0,6.0,1.0,200.0,11.0,10.0
layer_3,6.0,1.0,3.0,85.0,18.0,188.0,0.0,0.0,3.0,121.0,22.0,72.0
layer_4,8.0,3.0,0.0,7.0,1.0,68.0,2.0,15.0,0.0,0.0,6.0,62.0
layer_5,75.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,194.0,124.0,0.0
layer_6,0.0,0.0,4.0,4.0,16.0,1.0,73.0,0.0,0.0,138.0,0.0,200.0
layer_7,6.0,21.0,105.0,0.0,196.0,61.0,2.0,0.0,21.0,88.0,100.0,16.0
layer_8,6.0,0.0,20.0,1.0,0.0,16.0,8.0,0.0,0.0,26.0,1.0,0.0
layer_9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,5.0,17.0,0.0,0.0
layer_10,4.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0
layer_11,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,31.0,20.0,0.0,0.0
