,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,4.221885,2.463148,6.714065,1.1960934,3.172519,2.8214023,6.511263,0.7839545,9.3847065,4.546541,2.8422675,2.612857
layer_1,0.9706131,0.70928895,0.32686177,1.1889831,0.75163037,4.965295,0.7000528,0.5887672,3.2110314,0.28801313,0.7423321,3.988132
layer_2,3.1731827,0.0072040027,3.034969,0.5443911,1.0479155,0.7702558,1.77454,0.5713191,0.6842316,0.6824602,1.4175502,1.1384587
layer_3,0.6970296,1.197325,0.2789331,2.0556307,1.3592721,1.5187755,0.36915857,0.2875985,0.6144193,3.2493556,0.50057346,0.47687343
layer_4,1.134012,0.61991143,3.9050505,0.39855403,0.9446162,0.72084045,2.2386274,0.24767232,0.07115513,0.5764117,5.927391,0.4917129
layer_5,1.1435825,0.13761392,8.542523,1.5386589,0.68917423,0.5140339,0.36847422,0.2908808,1.1206042,0.1382342,0.24228233,0.88890284
layer_6,5.3599195,2.0384665,0.15887299,0.80594265,0.7314452,1.1934279,1.0618656,0.2384476,0.3509456,0.27820387,0.12983271,0.31478292
layer_7,4.863103,0.09765092,1.1257027,0.3022085,0.64738315,0.00436642,0.21581642,0.35184234,1.1080216,1.5167578,1.0364918,0.45695597
layer_8,0.16756824,0.11451046,2.081566,0.45398998,0.01786948,0.023794273,0.36048454,0.89437634,2.8162818,0.9823374,0.5032987,1.4398644
layer_9,0.4326744,0.17993304,0.1315769,0.83510286,0.23052236,1.6133087,0.4399743,0.14787574,0.34698224,0.10121195,0.55146015,0.48162636
layer_10,0.2203611,0.09979165,0.3622654,0.18114689,0.37454194,1.3689536,0.83537656,2.2441957,0.8865382,0.5695964,0.4119291,0.56329566
layer_11,0.8803371,0.19953561,0.19243115,0.18417923,1.5452415,0.2553828,0.62211126,0.27737725,0.2786367,0.3249965,0.71766746,0.5464537
