,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,37,0,41,0,1,0,42,19,48,49,15,46
layer_1,19,21,35,32,32,44,37,39,35,32,31,0
layer_2,30,32,4,17,16,12,29,21,12,6,24,32
layer_3,31,29,14,3,32,32,18,7,11,32,31,35
layer_4,30,31,32,24,32,32,32,1,33,32,32,2
layer_5,32,32,32,32,32,32,7,32,32,32,32,32
layer_6,31,32,32,32,28,32,32,32,19,32,32,32
layer_7,26,32,32,32,32,32,32,31,32,32,31,32
layer_8,32,32,32,32,32,32,28,32,32,32,32,33
layer_9,32,32,32,31,32,32,32,32,31,33,32,32
layer_10,32,31,32,32,32,31,32,32,32,31,31,32
layer_11,34,32,32,32,32,32,31,32,35,31,31,32
