,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,26,0,17,0,0,0,20,31,32,28,8,18
layer_1,33,33,46,9,18,16,10,19,9,9,43,0
layer_2,29,9,10,11,18,31,9,23,24,39,34,9
layer_3,9,10,7,5,9,9,7,38,17,10,9,15
layer_4,9,10,9,21,9,9,10,2,10,9,9,9
layer_5,9,9,11,9,9,9,10,9,9,9,9,9
layer_6,13,9,9,9,12,9,9,9,8,9,9,9
layer_7,14,9,9,9,9,9,9,9,9,9,9,9
layer_8,9,9,9,9,9,9,14,9,9,9,9,9
layer_9,9,9,9,10,9,9,9,9,13,9,9,9
layer_10,9,9,9,9,9,9,9,9,9,9,9,9
layer_11,10,9,9,9,9,9,9,9,23,9,9,9
