,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,20,72,115,27,135,151,13,74,111,0,8,124
layer_1,66,121,0,26,0,148,30,223,58,87,24,62
layer_2,173,29,13,4,6,84,55,0,133,129,89,4
layer_3,292,13,71,24,126,169,120,150,15,13,3,38
layer_4,92,64,47,25,51,35,65,23,94,196,19,96
layer_5,78,4,52,26,13,69,12,39,41,39,42,83
layer_6,16,13,23,96,82,8,55,3,57,23,26,14
layer_7,90,104,40,4,45,79,51,23,46,102,67,33
layer_8,89,14,46,38,24,70,79,71,57,46,88,67
layer_9,56,24,94,81,106,80,76,28,33,46,33,70
layer_10,37,134,66,80,62,97,94,69,89,42,98,48
layer_11,109,75,23,77,92,94,63,71,34,54,53,57
