,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,1,31,38,65,52,42,22,32,39,5,1,56
layer_1,77,19,0,85,0,61,33,200,59,54,31,17
layer_2,12,381,9,15,1,7,13,0,45,63,41,4
layer_3,16,11,16,52,80,90,34,18,2,0,2,39
layer_4,20,2,42,14,106,4,14,5,9,39,1,29
layer_5,27,3,60,9,5,13,10,58,50,8,20,11
layer_6,3,4,1,113,22,5,45,5,11,49,21,33
layer_7,27,17,10,6,9,40,19,20,19,35,80,38
layer_8,28,13,10,13,46,35,66,29,17,29,36,41
layer_9,14,10,62,59,38,39,40,14,26,14,43,18
layer_10,18,51,34,58,27,53,39,23,44,18,52,15
layer_11,47,44,9,52,55,51,26,62,8,37,21,7
