,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,60,5,3,0,0,0,15,22,17,35,3,9,2,15,14,0
layer_1,0,0,1,0,0,0,1,0,0,6,0,1,0,0,0,0
layer_2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0
layer_3,0,0,0,0,0,10,0,0,6,0,0,44,14,1,3,0
layer_4,7,0,2,0,0,0,8,0,0,0,2,3,0,0,3,1
layer_5,0,0,0,0,8,0,129,0,0,17,0,0,0,0,0,0
layer_6,15,0,55,2,4,6,5,0,0,0,0,5,9,0,1,2
layer_7,0,0,5,1,0,6,0,0,0,14,0,0,3,1,26,0
layer_8,4,0,6,3,0,0,1,24,7,0,22,0,84,2,0,0
layer_9,9,6,1,0,0,0,0,6,0,0,0,4,2,39,0,0
layer_10,0,0,10,21,3,25,0,6,17,2,1,0,1,1,0,9
layer_11,2,1,0,0,17,0,1,2,9,0,4,0,0,1,1,0
layer_12,17,0,23,4,7,4,0,0,0,0,0,0,6,2,0,0
layer_13,16,1,0,0,0,0,0,0,27,1,8,14,1,1,9,0
layer_14,0,1,14,16,4,0,38,3,2,0,10,17,1,0,0,1
layer_15,11,12,0,0,15,2,12,18,18,29,0,2,8,0,20,28
layer_16,13,27,15,2,12,7,0,6,0,4,0,6,0,0,3,0
layer_17,0,2,7,3,0,0,34,4,0,0,10,1,9,12,2,26
layer_18,0,3,4,9,0,7,14,14,0,22,0,1,30,17,16,21
layer_19,4,16,13,21,17,8,5,15,0,1,0,0,10,11,25,3
layer_20,8,18,25,16,3,0,2,6,0,11,0,2,5,5,11,7
layer_21,5,0,4,3,2,4,2,14,17,1,16,17,10,9,7,10
layer_22,11,17,8,21,0,5,11,3,25,20,9,1,19,19,36,18
layer_23,0,2,0,0,0,0,33,3,0,0,5,2,16,15,3,0
layer_24,0,0,5,24,30,34,10,11,0,0,0,16,0,0,2,4
layer_25,3,7,0,9,2,3,2,2,6,3,3,0,0,0,1,0
layer_26,0,0,3,4,6,0,5,0,1,5,0,0,0,31,0,0
layer_27,0,0,2,1,0,0,0,3,2,10,0,0,4,0,0,1
layer_28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_29,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
layer_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
layer_31,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
layer_32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
layer_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
layer_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
layer_37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
layer_38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
layer_39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
layer_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
