,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,268,205,214,341,193,72,266,39,764,8,557,163
layer_1,20,48,6,1,179,26,85,60,5,19,26,34
layer_2,555,1,0,5,45,17,4,27,111,555,2,147
layer_3,2,26,6,433,101,373,2,12,4,526,219,218
layer_4,25,184,0,0,79,478,12,20,7,6,140,316
layer_5,601,8,3,33,0,0,1,32,167,552,328,0
layer_6,5,50,35,8,186,156,154,4,0,54,1,351
layer_7,7,116,300,0,340,42,3,0,6,38,677,50
layer_8,5,1,139,0,167,345,60,19,4,10,67,0
layer_9,0,17,3,1,12,44,0,29,4,11,71,3
layer_10,8,2,15,25,2,2,18,4,12,2,11,28
layer_11,3,28,159,2,14,89,2,9,8,185,29,6
