,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,0.010614819,0.020599054,0.009143458,0.015764583,0.007251708,0.008092485,0.0113504995,0.012296374,0.014398319,0.0095638465,0.0056752497,0.009038361,0.011140305,0.011875985,0.014503416,0.0062007355,0.010404624,0.009774041,0.004098791,0.019863375,0.00945875,0.009879138,0.0056752497,0.02301629,0.004098791,0.0056752497,0.0045191804,0.017235944,0.013347346,0.006305833,0.010719916,0.021755124,0.0065160273,0.005359958,0.008617972,0.010089332,0.011875985,0.0048344717,0.0095638465,0.006936416,0.006305833,0.012716763,0.013767735,0.0060956385,0.015764583,0.009984235,0.006831319,0.0113504995,0.007987388,0.014188124,0.008407777,0.0075669996,0.009038361,0.01776143,0.005990541,0.01996847,0.007251708,0.012401471,0.009879138,0.010089332,0.005044666,0.0113504995,0.009984235,0.005990541,0.014083027,0.016079875,0.009984235,0.012611666,0.003993694,0.016815554,0.008512874
1,0.012296374,0.004939569,0.004939569,0.008512874,0.00830268,0.01208618,0.010089332,0.0051497635,0.021755124,0.011875985,0.00830268,0.0055701523,0.008617972,0.0065160273,0.008197582,0.0076720966,0.007777194,0.008933263,0.0076720966,0.0065160273,0.0075669996,0.014293221,0.014398319,0.00945875,0.007777194,0.011560693,0.010930111,0.01019443,0.01019443,0.018392013,0.009774041,0.012506569,0.007461902,0.008828166,0.022806095,0.0065160273,0.010825013,0.008723069,0.007251708,0.015133999,0.008092485,0.0096689435,0.008092485,0.008617972,0.0095638465,0.0060956385,0.0071466104,0.006936416,0.004729375,0.008933263,0.0096689435,0.0064109303,0.011770888,0.011875985,0.0048344717,0.0096689435,0.011455596,0.006831319,0.007461902,0.017656332,0.0051497635,0.010089332,0.0056752497,0.005359958,0.009984235,0.00830268,0.008933263,0.0057803467,0.021965317,0.008723069,0.011035208
2,0.009879138,0.009143458,0.0062007355,0.006305833,0.008407777,0.0045191804,0.004308986,0.0095638465,0.0045191804,0.004308986,0.0054650554,0.0075669996,0.0051497635,0.007777194,0.010930111,0.01019443,0.020178664,0.005359958,0.0054650554,0.007987388,0.02154493,0.008933263,0.0065160273,0.008723069,0.0070415135,0.005359958,0.007251708,0.007987388,0.006936416,0.005254861,0.003993694,0.0042038886,0.016395165,0.0055701523,0.0076720966,0.0067262216,0.013872832,0.007777194,0.005254861,0.011665791,0.022595901,0.0067262216,0.004729375,0.004414083,0.0064109303,0.011981082,0.008197582,0.0048344717,0.009143458,0.0057803467,0.015239096,0.014293221,0.0046242774,0.0055701523,0.016815554,0.0037834998,0.008723069,0.003888597,0.0057803467,0.0054650554,0.0062007355,0.009984235,0.0062007355,0.0056752497,0.009774041,0.00830268,0.0045191804,0.0045191804,0.007777194,0.0076720966,0.0064109303
3,0.0055701523,0.005359958,0.0048344717,0.004939569,0.009248555,0.0065160273,0.0060956385,0.0056752497,0.004098791,0.004414083,0.003993694,0.0065160273,0.0076720966,0.0042038886,0.0048344717,0.0065160273,0.0054650554,0.0048344717,0.004308986,0.005359958,0.0054650554,0.0060956385,0.005044666,0.00830268,0.005990541,0.006305833,0.004729375,0.0062007355,0.0071466104,0.004729375,0.004939569,0.0055701523,0.005044666,0.0055701523,0.004308986,0.005885444,0.0042038886,0.005990541,0.022595901,0.015344193,0.0057803467,0.005990541,0.0060956385,0.0056752497,0.0054650554,0.005044666,0.005254861,0.005044666,0.0065160273,0.005359958,0.0051497635,0.0067262216,0.0048344717,0.0054650554,0.0042038886,0.008723069,0.008723069,0.004939569,0.0046242774,0.005254861,0.0046242774,0.0051497635,0.004939569,0.005359958,0.005044666,0.0073568053,0.005885444,0.0046242774,0.0066211247,0.006305833,0.0042038886
4,0.0037834998,0.004308986,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.0037834998,0.005254861,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0036784026,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0055701523,0.0037834998,0.0037834998,0.0067262216,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.0036784026,0.003888597,0.0037834998,0.004414083
5,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.004308986,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.0037834998,0.004308986,0.003888597,0.0037834998,0.004308986,0.003888597,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0067262216,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0055701523,0.0037834998,0.0037834998,0.004098791,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998
6,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003993694,0.0036784026,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0036784026,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.004098791,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0071466104,0.0036784026,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.009038361,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.004098791,0.0037834998,0.003888597,0.0037834998,0.0045191804,0.004098791,0.003888597,0.0037834998,0.003888597,0.0036784026,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998
7,0.0037834998,0.004098791,0.009879138,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.004308986,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.003888597,0.003888597,0.0037834998,0.0037834998,0.0042038886,0.0037834998,0.003888597,0.0045191804,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003993694,0.003888597,0.0042038886,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.004308986,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.004098791,0.0037834998,0.0037834998,0.003888597,0.011981082,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998
8,0.0042038886,0.0048344717,0.003888597,0.0037834998,0.003888597,0.0037834998,0.003888597,0.0042038886,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0071466104,0.0037834998,0.0037834998,0.013557541,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0042038886,0.0042038886,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.0042038886,0.0037834998,0.007987388,0.0036784026,0.0037834998,0.0045191804,0.0037834998,0.004414083,0.0037834998,0.0037834998,0.0071466104,0.004729375,0.0037834998,0.0042038886,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.008617972,0.004414083,0.0042038886,0.0042038886,0.0037834998,0.004098791,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.003888597,0.003993694,0.0037834998,0.0037834998,0.003993694,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.0037834998,0.0037834998
9,0.0042038886,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.004939569,0.0037834998,0.0037834998,0.0037834998,0.0054650554,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.004098791,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.004098791,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.003888597,0.0037834998,0.0037834998,0.003888597,0.0036784026,0.0037834998,0.0037834998,0.004098791,0.003888597,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0037834998,0.0060956385
