,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0.17804793,0.64768314,0.0741329,0.4225,0.41690692,0.48174593,2.8795397,4.883624,2.6986947,0.14509806,0.10239689,0.2595065,0.3367492,1.4815785,1.5265927,3.6786087,1.4124197,3.2975538,1.0903889,3.8600388,1.0753653,0.30248994,8.2415096e-07,5.3058855e-05
layer_1,0.81290364,0.3672936,0.2543341,0.065346405,0.07295706,0.075477585,1.7336595,0.63982385,0.690795,6.939265,0.09209559,0.40205547,0.20315956,0.30612716,0.07796856,0.18694228,0.6692765,0.37754694,0.057333075,0.056588877,0.037949964,0.9024748,0.0784728,0.22347553
layer_2,0.15545411,0.08330477,0.044776134,0.7274064,0.5212037,0.2873412,0.027263131,0.04701396,0.10836245,0.34283146,1.0091057,0.36224508,0.123063624,0.09380268,0.9483149,0.17088841,0.05253818,0.11814316,0.36791658,0.29358384,0.23016235,0.20176944,0.10412679,0.20749108
layer_3,0.6423219,0.25011462,0.24176782,0.06364746,0.08348971,0.06921133,0.58345723,0.32510236,0.073725685,0.52990586,0.15355347,0.37173033,0.16120769,0.043382317,0.095417075,1.8644903,0.3785239,0.41311377,0.23426923,0.31643957,0.5180461,1.0805591,0.88720536,0.87027574
layer_4,1.1029577,0.4358334,0.54499346,0.4538593,0.69968975,0.62204665,1.4966581,1.4503355,0.28901228,0.1592897,0.32175553,0.12484294,1.6953268,0.35301962,0.77578795,1.1796643,0.17649049,0.80402946,0.75269353,1.6587448,0.8276028,0.67077434,0.15262322,0.2510527
layer_5,0.54019517,1.5663666,0.56205726,1.5744472,1.5912553,1.5412016,0.109324105,0.012868887,0.75883657,0.7141799,0.3630793,2.0860753,2.4265563,2.4661458,0.36116332,0.3675645,2.842932,0.87721497,1.4192134,2.488243,1.7278918,2.5202613,1.2962223,1.0894198
layer_6,2.2074523,0.27174312,0.9616715,0.7062413,1.6121732,1.0932362,0.72265124,1.4927623,1.2189294,1.1095291,2.855072,1.1660868,0.9060318,0.7659519,3.4754124,3.0678127,1.9422013,1.4821062,1.7090673,2.3281276,3.115532,0.9965391,0.920617,1.1028229
layer_7,0.616725,0.64629155,2.0131876,2.4826317,2.9859772,3.7255757,4.939368,2.6480234,2.0256317,5.38292,1.4450963,4.1600485,4.841629,3.404283,3.4019103,2.8883612,3.4419627,2.3481436,1.9889914,2.848758,3.2973619,2.602511,2.2096212,3.2188678
layer_8,1.1090707,3.257948,0.44074726,1.381522,0.76684,1.4788948,0.8632817,1.1987535,0.44883364,1.0285155,1.4879217,2.1305828,3.2509186,3.2689192,3.0723999,2.3646874,3.519219,1.0236378,2.0059538,2.0706549,2.132914,2.0700047,2.334672,1.5453718
layer_9,3.0196273,1.7370607,3.4677205,0.8008496,1.0767334,1.6032196,3.7142282,3.4700239,0.40363657,1.940515,1.4150212,1.3483565,3.7611053,1.124322,2.3732772,2.5418663,2.6892033,2.473604,2.677067,0.5459251,0.5240575,2.1214774,2.495264,1.2804666
