,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,94,1,125,0,19,14,6,89,41,0,50,0
layer_1,3,49,122,0,21,35,6,1,7,68,43,2
layer_2,0,0,127,1,0,7,0,8,0,17,0,0
layer_3,139,0,10,9,4,1,8,1,6,1,0,7
layer_4,47,138,39,130,118,120,14,26,132,12,51,36
layer_5,0,0,0,0,2,0,0,0,3,0,116,106
layer_6,0,133,21,200,7,0,0,0,22,48,7,2
layer_7,32,47,0,14,14,41,7,0,0,1,0,3
layer_8,1,157,2,0,266,56,0,6,273,0,46,47
layer_9,0,215,0,0,11,207,26,6,190,0,1,30
layer_10,23,1,238,97,13,5,20,5,30,175,0,159
layer_11,48,44,83,36,126,40,45,11,165,5,187,131
