,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,22.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,19.0,0.0,16.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_1,0.0,21.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,20.0,7.0
layer_3,1.0,0.0,7.0,4.0,0.0,23.0,1.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,6.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,20.0,0.0,25.0,0.0,3.0,4.0
layer_4,0.0,1.0,0.0,0.0,34.0,0.0,0.0,23.0,4.0,1.0,0.0,0.0,23.0,4.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,85.0,0.0,0.0,12.0,0.0,0.0,0.0,43.0
layer_5,0.0,0.0,90.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.0,15.0,1.0,15.0,2.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,23.0,3.0,6.0
layer_6,135.0,14.0,11.0,140.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,18.0,1.0,12.0,0.0,3.0,8.0,0.0,11.0,1.0,0.0,0.0,0.0,8.0,1.0,18.0
layer_7,31.0,3.0,30.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,68.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0
layer_8,0.0,0.0,3.0,0.0,0.0,4.0,2.0,3.0,2.0,15.0,0.0,79.0,16.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,117.0,131.0,0.0,0.0,48.0,0.0,0.0
layer_9,0.0,0.0,0.0,8.0,29.0,30.0,3.0,13.0,0.0,0.0,0.0,30.0,0.0,65.0,30.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,6.0,0.0,0.0,28.0,0.0,28.0,12.0,49.0,1.0
layer_10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0
layer_11,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,1.0,16.0,0.0,0.0,0.0,3.0,3.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,26.0,4.0
layer_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,3.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
layer_13,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,5.0,0.0,0.0,9.0,0.0
layer_14,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
layer_15,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
