,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,78.65011,91.47033,120.03296,192.44711,87.96947,112.959206,89.678566,89.59725,201.76233,77.49756,279.59933,182.8735
layer_1,42.361744,149.4006,43.85916,40.612892,28.507444,88.37402,23.838804,56.28551,56.058453,43.525063,131.51772,31.370216
layer_2,282.7735,74.53031,17.103893,40.73608,71.40169,27.907707,19.448963,68.51278,29.074213,282.80182,36.288704,83.32403
layer_3,4.344533,53.173664,27.255033,196.2488,58.376446,120.705315,21.949131,35.558506,56.538334,139.82536,75.14233,155.30066
layer_4,69.88765,68.95904,6.0579953,3.5663545,64.10915,147.94707,68.47278,41.321236,45.25396,85.30723,79.32354,98.52383
layer_5,194.56291,25.394114,15.429443,33.602886,64.03257,14.445047,29.1413,12.571697,31.73165,202.67625,112.73382,41.284096
layer_6,6.2861686,20.453157,58.710163,30.28789,110.51832,39.785873,90.13777,24.785234,19.313957,222.55014,42.84907,163.8747
layer_7,117.14075,48.218376,129.66081,8.7498,169.4478,120.500206,23.810448,12.395695,59.181202,133.29813,201.78891,40.688393
layer_8,25.682106,26.860767,33.499268,62.086357,10.191566,38.52045,51.676346,46.961754,28.161938,143.38307,24.897062,42.4592
layer_9,19.602201,13.895625,66.1329,26.241293,5.651871,33.381416,22.367428,39.759205,47.246967,59.080643,27.387342,35.082626
layer_10,45.77831,16.744358,92.65983,19.141262,13.806824,7.745249,21.04136,6.300992,23.640942,22.297283,50.120785,20.816973
layer_11,2.438474,30.297703,81.04142,14.044718,28.603388,70.22082,11.064532,32.40523,97.29779,81.63028,16.945145,5.9176507
