,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,19,30,1,14,27,19,13,42,207,18,148,33
layer_1,15,17,16,8,0,162,132,27,24,17,65,5
layer_2,1,5,20,19,50,10,1,21,29,0,15,110
layer_3,5,16,15,119,15,0,15,6,13,31,59,16
layer_4,31,37,4,4,16,140,13,10,47,17,14,0
layer_5,67,20,2,17,17,15,3,10,28,2,6,29
layer_6,9,9,4,1,9,29,7,13,38,10,19,6
layer_7,21,9,3,10,8,7,9,0,21,23,78,5
layer_8,21,22,11,17,11,20,6,37,8,29,28,10
layer_9,6,23,18,4,8,10,28,22,13,15,27,21
layer_10,4,9,9,20,14,11,9,9,11,10,5,24
layer_11,16,27,9,3,10,19,17,36,9,31,7,13
