,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,5.1241636,0.03484112,1.2677377,1.6839281,0.26231822,1.0833274,0.061354794,2.4592822,0.75893486,2.4801102,0.3327297,1.660285
layer_1,0.3099599,0.4231838,1.0775012,3.1979437,0.92128885,0.64872354,0.4118168,0.65268904,0.73365796,0.7087304,0.645825,0.33724928
layer_2,0.24581389,1.886402,0.5254221,0.9750879,0.27414316,0.47269234,0.34841776,0.62786907,1.1107643,2.3105545,0.5057382,0.67230976
layer_3,0.2980824,1.4302325,0.39976752,0.15320279,0.7407557,2.0300639,2.3396406,0.6791338,0.3234823,3.489655,1.9596945,2.9388185
layer_4,0.40970445,5.5710673,2.2823799,1.2877584,2.8000176,1.8156204,1.0636079,0.98535913,3.4504516,1.1514614,2.3415828,1.1924835
layer_5,2.7229235,1.6315913,3.2345226,3.4075663,4.2189837,1.2753968,1.669732,2.8860583,1.2023191,1.8014463,1.0986474,1.4572794
layer_6,1.6407673,3.9479167,0.770725,0.846012,2.03479,2.3168418,2.9732203,2.722427,2.918027,0.63812804,3.081453,3.0857832
layer_7,2.1486313,2.3675725,2.1121755,1.9568518,2.2629578,2.525707,2.5287166,2.3906236,2.5856671,2.682059,3.266544,3.6590335
layer_8,3.644911,1.9964421,1.4466451,3.0138016,0.41719425,1.5240393,2.82264,4.186719,4.6560082,0.968846,2.6895306,2.921062
layer_9,2.2782757,1.5799253,2.3047538,1.938806,2.2442515,1.4265497,2.4266186,3.069201,2.6501622,0.43970615,1.5770854,3.0476096
layer_10,1.3741649,1.1807915,0.8073918,3.1473851,2.3955872,4.5198765,2.1478968,2.8336713,2.1002867,2.4494534,2.4030063,0.88926595
layer_11,0.5722688,1.2511817,2.0886905,2.1814322,4.0198736,3.155549,2.8378568,1.8588694,2.9568727,3.134911,3.1145682,2.1770802
