,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,10,36,0,13,266,47,620,113,0,476,0,34
layer_1,0,3,20,31,0,225,611,0,30,0,418,0
layer_2,10,0,6,114,2,15,39,147,0,0,78,0
layer_3,54,0,0,8,0,1,0,1,0,555,7,0
layer_4,0,1,0,0,4,42,1,190,0,212,7,432
layer_5,0,2,0,83,0,12,5,0,0,2,0,6
layer_6,626,0,8,0,3,0,609,8,0,0,7,2
layer_7,286,42,4,253,620,29,0,131,25,621,0,0
layer_8,91,621,22,624,2,2,1,41,89,156,0,430
layer_9,2,0,2,610,1,3,8,179,2,4,206,30
layer_10,4,0,4,13,0,20,0,186,4,141,0,24
layer_11,82,35,1,32,0,497,7,0,0,22,0,5
