,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,10.0,0.0,64.0,0.0,15.0,14.0,12.0,0.0,0.0,1.0,4.0,1.0
layer_1,1.0,40.0,83.0,0.0,0.0,2.0,31.0,0.0,0.0,58.0,17.0,0.0
layer_2,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,4.0,26.0,0.0,0.0
layer_3,0.0,0.0,1.0,2.0,8.0,3.0,4.0,0.0,7.0,0.0,1.0,1.0
layer_4,61.0,18.0,9.0,0.0,48.0,50.0,23.0,3.0,63.0,11.0,51.0,4.0
layer_5,3.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,23.0
layer_6,0.0,53.0,108.0,60.0,2.0,13.0,5.0,1.0,53.0,0.0,1.0,10.0
layer_7,42.0,0.0,0.0,79.0,8.0,33.0,2.0,3.0,0.0,0.0,0.0,0.0
layer_8,12.0,25.0,9.0,1.0,51.0,57.0,0.0,10.0,15.0,4.0,26.0,222.0
layer_9,0.0,64.0,2.0,0.0,2.0,130.0,0.0,33.0,126.0,0.0,20.0,12.0
layer_10,29.0,0.0,11.0,29.0,107.0,0.0,3.0,2.0,30.0,1.0,0.0,75.0
layer_11,32.0,5.0,5.0,13.0,41.0,12.0,49.0,15.0,79.0,12.0,41.0,2.0
