,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,78,32,76,76,68,67,85,64,65,71,69,72
layer_1,52,89,101,66,67,69,70,71,66,66,71,70
layer_2,71,67,55,135,62,97,67,122,30,209,83,66
layer_3,66,76,52,61,66,66,179,137,39,28,66,37
layer_4,64,75,67,191,65,62,66,66,66,50,66,0
layer_5,66,66,58,73,64,66,57,65,67,66,78,66
layer_6,127,67,66,67,67,66,66,77,60,66,66,67
layer_7,63,66,66,72,66,66,66,66,94,77,66,66
layer_8,66,66,63,66,69,73,66,71,70,66,66,66
layer_9,69,66,68,66,66,66,66,66,66,66,69,66
layer_10,67,66,62,66,67,66,66,67,66,71,66,66
layer_11,49,66,67,71,66,66,66,66,53,66,66,75
