,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,60,51,65,60,63,53,61,202,123,59,60,67
layer_1,192,260,146,55,55,62,55,56,56,55,110,70
layer_2,172,55,127,377,125,235,58,81,224,45,95,55
layer_3,55,89,435,55,55,55,96,56,227,97,55,91
layer_4,223,149,55,66,55,134,55,61,55,73,55,18
layer_5,57,55,94,85,95,57,55,57,59,55,54,55
layer_6,254,61,55,55,55,55,55,58,74,55,55,103
layer_7,147,55,55,57,85,55,55,56,66,61,55,55
layer_8,56,57,57,55,77,86,55,184,56,55,55,55
layer_9,56,55,55,84,55,55,55,55,57,55,127,55
layer_10,57,55,55,58,57,92,55,55,55,73,55,76
layer_11,90,55,55,58,55,55,55,55,87,55,58,63
