,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,132,154,152,165,192,126,168,166,222,118,101,193,116,95,99,132
layer_1,152,182,144,171,138,149,104,139,104,86,77,66,72,95,77,71
layer_2,157,195,120,108,123,104,92,173,102,58,74,87,59,63,74,64
layer_3,212,169,162,99,130,133,81,104,101,64,52,53,60,74,73,59
layer_4,194,223,156,155,300,138,106,134,95,72,131,76,75,64,80,82
layer_5,195,251,101,99,105,175,99,94,107,89,91,90,85,85,86,87
layer_6,197,169,134,191,106,136,105,152,106,89,87,92,87,87,86,87
layer_7,192,280,151,117,132,131,90,113,93,101,114,91,87,87,87,86
layer_8,192,158,198,130,117,313,84,129,91,86,91,87,87,87,87,87
layer_9,225,134,164,144,174,103,103,85,87,85,87,91,87,87,87,87
layer_10,245,172,165,98,114,101,212,87,90,86,87,87,87,87,87,87
layer_11,128,185,187,98,93,141,87,113,91,87,95,87,87,87,87,87
layer_12,245,192,103,132,95,94,94,84,87,113,87,93,87,85,87,87
layer_13,237,152,120,108,102,132,86,151,95,84,104,88,87,87,87,87
layer_14,216,90,90,103,120,101,98,87,93,108,86,87,88,87,88,88
layer_15,173,159,115,106,100,87,111,108,93,100,90,87,87,91,87,93
layer_16,210,174,91,110,98,89,87,90,88,87,87,87,87,91,87,87
layer_17,176,184,124,231,88,103,97,114,86,97,87,86,87,87,87,88
layer_18,116,141,121,186,100,95,86,89,87,88,87,86,87,87,87,87
layer_19,159,192,179,108,87,111,127,89,89,94,87,87,87,87,87,87
layer_20,194,211,131,88,86,102,87,112,97,86,85,87,86,87,87,87
layer_21,159,189,99,129,90,95,133,87,89,95,86,87,87,87,108,87
layer_22,165,190,160,122,179,153,102,141,88,90,86,86,102,87,87,109
layer_23,153,173,177,175,166,127,161,157,116,125,99,91,89,87,100,84
