,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,33,83,0,14,32,54,43,103,32,46,5,12
layer_1,29,2,27,26,0,61,19,33,58,51,60,14
layer_2,0,8,54,46,41,14,2,26,46,0,43,39
layer_3,25,45,50,21,25,0,54,13,42,3,34,11
layer_4,26,36,19,10,47,12,33,5,37,37,54,1
layer_5,13,9,29,57,44,43,5,15,32,3,7,17
layer_6,23,29,41,3,21,25,4,42,44,43,16,2
layer_7,41,19,6,15,12,26,6,9,9,25,19,3
layer_8,34,39,12,34,18,23,9,64,29,28,80,27
layer_9,35,29,20,16,17,47,36,48,10,16,49,44
layer_10,21,26,18,41,20,27,25,31,19,30,20,33
layer_11,39,48,23,17,34,18,43,39,25,28,15,38
