,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,17.0,60.0,43.0,97.0,35.0,86.0,51.0,6.0,102.0,20.0,86.0,54.0,90.0,13.0,81.0,36.0
layer_1,0.0,18.0,8.0,16.0,4.0,28.0,6.0,35.0,12.0,3.0,2.0,8.0,44.0,118.0,15.0,2.0
layer_2,26.0,2.0,40.0,4.0,110.0,3.0,83.0,7.0,40.0,35.0,63.0,3.0,8.0,17.0,26.0,37.0
layer_3,20.0,20.0,19.0,23.0,17.0,3.0,22.0,19.0,19.0,22.0,19.0,20.0,24.0,43.0,19.0,19.0
layer_4,19.0,19.0,19.0,24.0,19.0,34.0,20.0,16.0,21.0,19.0,19.0,21.0,19.0,22.0,20.0,21.0
layer_5,16.0,19.0,40.0,19.0,20.0,8.0,19.0,19.0,19.0,20.0,19.0,19.0,23.0,27.0,19.0,19.0
layer_6,19.0,15.0,21.0,22.0,170.0,24.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,19.0
layer_7,19.0,20.0,22.0,19.0,19.0,20.0,19.0,19.0,19.0,25.0,19.0,18.0,19.0,17.0,19.0,19.0
layer_8,19.0,21.0,25.0,20.0,19.0,19.0,17.0,23.0,19.0,19.0,19.0,20.0,38.0,19.0,19.0,19.0
layer_9,18.0,19.0,57.0,19.0,19.0,20.0,20.0,20.0,19.0,33.0,19.0,19.0,19.0,20.0,20.0,19.0
layer_10,19.0,23.0,19.0,23.0,16.0,18.0,19.0,20.0,19.0,20.0,19.0,18.0,19.0,19.0,19.0,19.0
layer_11,19.0,21.0,19.0,22.0,29.0,16.0,19.0,20.0,20.0,21.0,19.0,43.0,18.0,20.0,18.0,22.0
layer_12,19.0,19.0,19.0,20.0,19.0,19.0,19.0,35.0,19.0,19.0,23.0,19.0,17.0,18.0,19.0,19.0
layer_13,18.0,19.0,19.0,19.0,20.0,21.0,24.0,19.0,19.0,19.0,19.0,19.0,19.0,24.0,19.0,19.0
layer_14,23.0,19.0,19.0,19.0,19.0,19.0,23.0,21.0,20.0,13.0,19.0,19.0,19.0,18.0,19.0,19.0
layer_15,19.0,18.0,19.0,21.0,19.0,19.0,19.0,21.0,19.0,19.0,19.0,19.0,19.0,14.0,19.0,19.0
layer_16,19.0,19.0,18.0,19.0,19.0,19.0,20.0,19.0,19.0,20.0,19.0,20.0,19.0,19.0,19.0,19.0
layer_17,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,20.0,22.0,19.0,19.0
layer_18,21.0,19.0,19.0,19.0,19.0,22.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
layer_19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,20.0,19.0,19.0
layer_20,20.0,19.0,20.0,15.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,9.0,19.0
layer_21,19.0,19.0,20.0,20.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,19.0,26.0,19.0,19.0,19.0
layer_22,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,24.0,19.0
layer_23,19.0,21.0,19.0,19.0,19.0,18.0,19.0,19.0,25.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
layer_24,19.0,19.0,19.0,19.0,19.0,19.0,20.0,24.0,16.0,19.0,19.0,19.0,23.0,19.0,19.0,19.0
layer_25,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,21.0,19.0,19.0
layer_26,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,22.0,20.0,20.0,19.0,19.0,23.0
layer_27,19.0,19.0,19.0,15.0,19.0,21.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
