,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,157,50,0,12,103,75,92,138,224,140,8,100
layer_1,14,0,12,0,0,5,0,16,2,0,8,82
layer_2,0,12,5,0,7,0,43,3,5,0,8,4
layer_3,79,1,8,8,18,0,1,0,17,0,1,7
layer_4,11,5,0,39,11,8,11,0,2,1,0,0
layer_5,2,0,0,0,2,2,0,0,0,0,1,0
layer_6,2,0,0,0,1,0,0,0,0,1,0,0
layer_7,3,0,0,0,0,12,0,0,1,1,19,0
layer_8,0,0,8,0,0,0,2,0,1,49,14,1
layer_9,7,1,7,0,2,26,10,25,25,2,3,0
layer_10,2,0,49,2,0,0,1,1,11,1,10,1
layer_11,0,0,7,0,0,20,0,2,37,16,4,2
