,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,475.0,1.0,389.0,679.0,218.0,290.0,716.0,14.0,704.0,52.0,106.0,105.0
layer_1,0.0,0.0,0.0,0.0,1.0,569.0,0.0,4.0,4.0,0.0,0.0,261.0
layer_2,57.0,0.0,12.0,0.0,57.0,0.0,0.0,122.0,0.0,0.0,0.0,34.0
layer_3,0.0,0.0,0.0,0.0,92.0,2.0,0.0,32.0,13.0,322.0,46.0,1.0
layer_4,7.0,2.0,30.0,9.0,54.0,9.0,0.0,0.0,0.0,20.0,257.0,0.0
layer_5,16.0,20.0,595.0,1.0,0.0,1.0,53.0,111.0,12.0,75.0,25.0,31.0
layer_6,220.0,5.0,0.0,107.0,5.0,70.0,12.0,62.0,146.0,0.0,0.0,0.0
layer_7,272.0,2.0,18.0,11.0,48.0,2.0,0.0,16.0,1.0,50.0,19.0,0.0
layer_8,20.0,7.0,8.0,13.0,1.0,0.0,1.0,32.0,111.0,6.0,25.0,53.0
layer_9,0.0,7.0,1.0,1.0,13.0,211.0,9.0,11.0,105.0,0.0,6.0,11.0
layer_10,2.0,0.0,7.0,0.0,43.0,175.0,25.0,80.0,23.0,1.0,16.0,0.0
layer_11,81.0,0.0,0.0,3.0,81.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0
