,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,3,92,0,70,2,62,36,5,55,80,72,37
layer_1,82,11,92,52,11,73,98,0,98,61,85,80
layer_2,86,92,0,92,18,85,91,91,91,0,88,91
layer_3,89,91,122,91,73,22,62,63,91,91,42,59
layer_4,1,17,13,78,19,20,183,1,33,16,54,0
layer_5,53,48,16,21,52,1,91,1,34,36,37,11
layer_6,0,59,0,1,45,77,84,30,12,1,2,46
layer_7,8,38,30,8,2,9,29,22,48,4,92,19
layer_8,45,14,10,45,38,0,64,26,3,0,36,41
layer_9,50,17,19,17,5,6,31,27,36,6,46,23
layer_10,23,43,29,29,10,29,31,12,11,86,23,24
layer_11,19,18,28,19,21,10,20,17,17,15,14,24
