,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,22.305155,0.88908935,4.158642,16.526936,2.524597,7.4269643,0.495235,17.93877,3.5316763,16.706352,1.7645051,8.644244
layer_1,1.9319695,3.0667064,8.015929,9.2175255,9.895544,1.9438905,3.019094,1.7604343,5.586735,2.3331625,5.4071484,2.6249363
layer_2,1.0859791,9.225271,0.97332895,1.5308484,1.0790055,5.0896935,2.474737,3.2963536,5.8013244,14.198153,2.9758224,7.9773374
layer_3,0.7168156,5.169686,4.3136444,1.7268087,7.8196583,14.602031,23.725622,2.920473,2.9653544,7.4700108,11.441448,25.681698
layer_4,0.676462,13.573083,12.726175,14.475465,18.920265,7.2271004,1.9928498,4.45307,7.7179,9.306543,12.513132,5.4590983
layer_5,14.5855875,5.9306326,20.160233,26.697771,45.77045,15.756616,4.73069,53.990524,21.09342,24.923311,5.555557,9.244403
layer_6,21.17501,55.7751,10.875994,17.101679,10.857138,12.521533,21.182379,6.8935156,25.123472,1.7519273,60.11015,4.0608597
layer_7,13.448908,17.763674,30.43667,17.986862,2.5820284,11.829365,23.35687,27.680777,36.075256,17.853039,29.082933,53.970543
layer_8,67.38084,32.272514,18.841558,50.79145,1.0331542,4.0562396,29.159246,39.288956,44.81601,9.122222,23.476912,31.600246
layer_9,13.103263,16.304493,10.994992,25.21324,14.780855,19.346289,28.8849,19.288847,40.682056,1.4511175,8.964008,38.85318
layer_10,11.074075,7.1454763,5.122338,21.376694,27.549393,29.376402,26.807398,46.114635,8.759082,12.614024,12.473744,5.6257243
layer_11,7.8457236,9.266422,11.674398,13.715037,42.13695,32.803604,14.801734,20.127184,18.354908,23.167364,17.908949,13.306108
