,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,715.45306,326.68378,795.49646,565.8414,468.11734,216.80013,172.737,587.0807,418.1805,637.0123,898.154,462.75174
layer_1,454.10632,448.90112,284.58133,385.7513,224.26108,591.0662,423.1209,481.66205,277.13983,894.4275,189.7704,325.35855
layer_2,199.59346,369.809,484.76984,554.1007,93.60946,369.0971,374.0463,183.86382,204.74484,983.9761,326.6148,269.9832
layer_3,377.8583,188.7785,363.36008,210.02428,231.81862,614.4329,489.08298,228.78406,261.5385,674.32477,318.06097,451.999
layer_4,443.1358,1097.2478,431.11996,682.9524,538.2274,348.0055,66.29007,118.30391,822.80927,648.48016,327.15225,208.17603
layer_5,861.72015,146.3075,513.0915,667.2008,522.2932,576.27,497.45395,1478.2102,649.6293,679.758,373.33533,275.0662
layer_6,728.9493,731.122,583.45514,1135.3167,358.00412,455.0028,582.8204,511.33655,1063.9113,59.120155,927.198,384.40393
layer_7,198.3398,759.91437,888.2244,1343.2625,277.27216,347.96805,517.65796,482.5896,688.98193,393.11572,751.97723,1055.2656
layer_8,767.4834,403.69922,732.1445,1250.2833,51.82721,194.67448,1364.8499,1076.2576,1080.6094,702.52966,481.07794,643.0823
layer_9,532.57404,630.4228,851.1988,1231.3423,552.28076,684.89636,911.54407,646.34503,854.2206,575.34375,278.82333,806.71967
layer_10,895.5606,175.69681,135.78917,442.9876,779.35046,1261.7092,715.26917,634.5788,426.8936,934.9437,604.85266,123.37747
layer_11,734.5147,943.59204,293.73932,953.3664,1267.0165,918.6988,396.4423,371.9815,449.93774,991.237,1173.0695,1257.3492
