,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,2,930,0,0,0,0,0,32,0,0,0,0,0,4,0,287,0,4,32,174,7,0,0,0
layer_1,0,21,0,0,2,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,25,0
layer_2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_3,0,0,0,7,0,0,0,3,10,4,0,9,0,0,0,0,0,0,6,0,0,2,0,11
layer_4,0,0,0,27,0,31,3,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,18
layer_5,0,1,7,0,1,0,0,0,0,1,1,3,63,23,1,0,0,0,0,0,0,0,0,3
layer_6,0,0,0,0,0,1,7,77,33,0,0,6,9,0,0,34,0,1,0,0,0,0,13,58
layer_7,6,62,0,2,0,0,4,62,227,12,0,0,0,19,2,0,0,0,4,0,1,15,1,1
layer_8,0,0,0,2,0,3,0,0,0,6,1,8,1,0,3,27,4,0,4,0,1,1,50,0
layer_9,9,43,11,0,0,0,88,458,12,0,1,0,4,0,25,0,0,0,0,0,1,0,2,0
layer_10,31,1,1,0,0,0,2,10,0,0,1,0,481,54,258,0,0,0,7,14,9,0,0,0
layer_11,31,0,1,1,2,1,0,1,4,1,0,11,5,200,44,0,5,0,96,42,1,2,5,16
layer_12,1,11,5,0,0,0,64,11,1,1,0,0,2,0,1,0,0,32,0,0,0,0,0,76
layer_13,2,1,3,0,1,0,784,14,184,10,2,1,0,0,0,2,0,0,1,8,1,0,0,1
layer_14,358,0,0,76,62,122,54,3,1,62,0,4,0,0,0,1,0,32,0,7,0,0,0,6
layer_15,0,0,5,155,1,0,0,0,144,2,21,1,0,0,11,2,0,2,0,0,0,1,2,3
layer_16,0,3,0,0,0,0,287,1,0,0,0,0,9,0,0,0,0,0,0,42,0,7,0,0
layer_17,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
layer_18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
layer_19,0,39,0,25,4,9,9,44,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,2,0,3
layer_21,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,1
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,13,0,0,0,0,0,0
layer_23,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,10,21,0,0,1,0,0,22
layer_24,0,0,0,0,0,0,57,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0
layer_25,0,2,0,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3
layer_26,0,35,6,0,0,0,0,4,0,0,0,0,4,39,22,0,0,3,9,41,4,0,0,0
layer_27,5,0,1,0,4,36,0,0,0,7,0,31,0,0,0,0,0,0,1,90,0,25,0,0
