,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,117.330124,4.388444,105.80702,15.428093,68.022285,6.237981,122.109535,181.91862,114.12271,117.19447,82.65874,105.83021
layer_1,171.11188,156.56958,130.41937,92.88855,120.31108,108.106316,103.16105,114.81262,103.647545,101.51391,112.41549,20.457142
layer_2,155.54314,105.40437,186.03008,165.37979,139.98613,172.48772,116.053696,111.57932,161.37634,216.77853,139.59018,108.258156
layer_3,76.23457,122.45469,158.43404,130.02672,90.04348,96.47565,170.9454,218.2249,161.86157,119.72878,111.39505,137.93033
layer_4,103.212135,120.06904,88.617294,159.58818,85.63413,113.4302,140.5063,106.93931,112.64642,101.01684,83.74273,217.00108
layer_5,97.14077,80.0276,121.86923,118.96062,109.681786,85.43986,123.8757,81.77812,93.098465,89.805664,89.67603,84.03109
layer_6,139.93262,87.256256,87.72783,94.4004,114.00486,104.866,86.850876,100.62944,147.20694,83.35216,93.1961,95.40894
layer_7,163.86482,84.78829,80.71702,93.026474,101.827934,98.02389,87.78211,88.30758,99.25139,85.075005,86.828514,88.307335
layer_8,85.57212,83.579506,85.51547,83.16982,82.247635,108.97653,109.754074,119.411156,83.67493,83.62347,90.07907,109.15392
layer_9,87.21134,80.04163,82.64772,125.27863,84.783554,81.21334,83.118256,85.51386,127.057144,82.933754,86.58582,82.04132
layer_10,100.51817,88.58397,87.4462,83.88385,89.585594,94.614685,83.565216,83.50252,85.079414,108.63448,94.052124,87.11769
layer_11,92.44216,92.302795,90.53383,93.64784,90.25537,94.059906,94.596634,87.78404,112.679054,90.5898,89.88157,91.18907
