,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,115,0,134,10,28,2,15,200,143,1,60,1
layer_1,1,78,216,0,133,6,21,0,2,96,54,9
layer_2,1,0,222,13,0,18,0,55,8,79,0,0
layer_3,245,2,19,35,2,0,30,0,2,33,0,8
layer_4,66,147,7,354,204,58,35,21,138,80,27,29
layer_5,0,0,0,0,0,0,0,0,1,0,208,32
layer_6,0,134,2,203,0,0,0,0,2,147,47,0
layer_7,6,80,0,5,0,2,1,0,0,0,0,0
layer_8,0,22,0,0,209,16,1,1,273,0,60,9
layer_9,0,43,0,0,0,69,31,0,201,0,0,15
layer_10,3,0,263,48,5,26,1,0,41,252,2,94
layer_11,68,113,162,35,208,15,38,5,182,0,119,252
