,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,16,0,64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,65,24,0,9,0,49,0,0,0,0,0,0
layer_1,0,13,0,0,13,3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
layer_2,3,1,0,0,0,0,0,0,1,10,0,4,6,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,0,30,134
layer_3,0,0,8,0,0,4,0,0,1,0,38,4,0,1,0,14,1,4,9,0,0,0,0,0,17,1,3,0,14,0,0,2
layer_4,0,2,0,0,48,0,0,11,3,2,0,0,8,1,1,0,0,58,0,0,0,0,0,9,49,0,0,22,0,0,0,3
layer_5,0,0,82,13,0,0,0,0,0,0,0,0,3,12,5,7,31,4,23,0,20,0,1,0,0,28,0,0,0,68,0,1
layer_6,36,1,6,134,0,8,0,0,0,0,0,0,0,0,1,3,0,2,1,2,0,2,7,0,7,0,0,0,5,13,0,6
layer_7,41,0,0,0,9,0,0,0,0,0,0,0,0,0,1,4,89,48,0,0,0,0,0,0,0,0,1,1,0,0,0,59
layer_8,0,0,3,0,0,0,3,3,1,9,1,109,19,6,2,5,0,0,0,0,0,0,2,0,0,95,80,0,0,30,0,0
layer_9,0,0,1,0,24,17,0,20,0,0,0,4,0,54,16,4,0,0,0,1,10,0,0,0,0,0,11,0,5,6,74,2
layer_10,0,0,0,2,0,1,0,9,6,1,2,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,8,6,0,0
layer_11,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,7,0,8,3
layer_12,0,0,0,2,0,0,0,19,6,14,0,2,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0
layer_13,0,0,0,0,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
layer_14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0
layer_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
