,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,18.0,21.0,12.0,31.0,30.0,10.0,16.0,32.0,20.0,16.0,16.0,13.0
layer_1,36.0,29.0,26.0,10.0,11.0,13.0,10.0,10.0,10.0,10.0,31.0,9.0
layer_2,27.0,10.0,37.0,33.0,11.0,31.0,10.0,32.0,32.0,38.0,24.0,10.0
layer_3,10.0,10.0,38.0,16.0,10.0,10.0,37.0,38.0,30.0,11.0,10.0,13.0
layer_4,11.0,10.0,10.0,17.0,10.0,10.0,10.0,20.0,12.0,10.0,10.0,37.0
layer_5,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0
layer_6,11.0,10.0,10.0,10.0,16.0,10.0,10.0,10.0,15.0,10.0,10.0,10.0
layer_7,23.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_8,10.0,10.0,10.0,10.0,10.0,10.0,17.0,10.0,10.0,10.0,10.0,10.0
layer_9,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,19.0,10.0,10.0,10.0
layer_10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_11,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,28.0,10.0,10.0,10.0
