,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,469.617,548.6573,510.62842,279.05844,421.8024,553.29846,400.3936,421.93195,1712.6254,307.14767,4330.7954,1206.7833
layer_1,294.11462,2601.0674,321.0596,223.71881,71.83465,707.4961,436.76166,336.99585,312.77252,244.08968,795.5739,102.523705
layer_2,5430.738,531.8865,113.615715,215.37265,449.59283,188.72232,89.69962,360.47733,194.22456,5431.41,296.33456,939.15436
layer_3,26.790827,316.22455,164.91605,2842.784,341.79462,125.76944,97.574234,204.51707,284.26822,2902.784,771.5155,161.03166
layer_4,320.5916,306.2486,33.170837,8.929689,297.34094,3145.5986,287.80225,318.51324,463.1378,344.33942,111.100174,2595.2422
layer_5,3896.2444,120.02002,80.62221,50.046795,283.09497,77.35513,71.73997,256.5758,671.7792,4781.941,288.9752,480.0804
layer_6,8.923305,83.517914,45.3353,102.35234,622.2522,1441.5269,2265.7754,151.93044,110.943436,166.33952,59.31424,153.94507
layer_7,69.390045,896.06494,2024.5813,22.931324,141.21262,941.54895,245.28113,30.95256,656.6112,130.88808,5723.0547,109.935905
layer_8,489.6444,129.85649,480.7883,306.67722,23.10529,1418.8048,92.669655,560.8446,158.55269,1236.1486,474.99725,118.02527
layer_9,232.13979,245.93886,308.44296,174.21278,84.71181,369.62067,78.36691,437.1208,167.7533,125.42327,435.56143,162.98807
layer_10,226.89429,75.704025,513.7181,149.1429,72.079346,82.63248,130.6977,86.11306,204.72389,92.21318,326.33038,302.3431
layer_11,18.351744,83.987755,312.66986,64.85709,89.95946,246.20633,32.75032,156.38579,195.44365,220.18358,75.275696,28.235516
