,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,4,7,4,6,4,4,6,8,6,6,2,5,9,6,3,6,10,6,3,4,6,6,7,4,4,5,3,4,4,1,4,1
layer_1,7,8,8,7,8,6,4,5,6,7,7,7,6,10,6,6,5,6,7,7,7,6,5,6,7,6,6,6,5,5,4,5
layer_2,5,5,6,6,8,7,6,7,6,5,5,6,5,6,5,5,5,6,4,4,5,11,10,6,6,5,5,6,5,6,5,5
layer_3,5,8,6,10,8,6,6,7,6,7,6,5,8,5,8,11,6,7,4,4,6,7,6,6,4,6,13,6,6,8,6,5
layer_4,6,5,5,4,6,6,8,6,5,6,4,6,9,6,7,6,9,6,6,9,5,5,5,6,5,5,5,6,5,11,4,6
layer_5,6,5,7,6,4,7,9,5,6,4,5,5,7,6,4,4,9,6,9,7,4,4,7,5,5,15,6,5,5,7,7,5
layer_6,4,7,10,13,6,5,8,6,8,10,7,5,5,7,7,7,6,6,5,4,4,5,5,5,6,6,9,7,5,6,7,8
layer_7,5,6,6,6,7,5,7,5,7,7,7,6,5,4,8,6,5,5,13,14,5,9,8,5,6,6,6,6,6,5,5,8
layer_8,5,16,5,7,5,7,6,6,7,4,4,5,6,7,6,7,6,4,5,6,3,6,2,6,7,4,6,8,4,6,6,2
layer_9,5,6,7,7,6,6,9,6,5,10,7,5,9,6,9,9,6,6,6,6,10,5,6,4,1,8,10,6,13,6,3,5
layer_10,5,4,6,5,4,5,5,3,12,7,3,10,4,4,2,0,3,6,6,5,11,7,9,8,11,4,8,4,3,3,5,5
layer_11,4,8,5,6,5,4,6,4,7,7,4,2,7,7,5,5,7,1,5,6,7,9,3,5,3,5,7,3,5,5,4,5
layer_12,1,3,4,2,8,6,9,6,8,11,4,7,7,5,5,8,6,4,5,6,5,4,5,5,5,6,5,5,5,4,7,4
layer_13,4,4,4,5,1,9,4,7,5,5,4,5,5,5,9,3,4,4,6,4,2,5,5,4,8,6,9,4,10,5,3,0
layer_14,6,4,6,5,5,5,5,4,7,4,6,6,5,1,1,6,3,5,5,11,6,5,6,6,7,3,4,4,8,5,7,5
layer_15,5,4,6,5,5,4,6,5,5,6,5,8,5,1,5,3,5,6,6,5,7,8,5,7,6,6,5,8,4,5,5,6
layer_16,2,4,0,6,6,5,5,7,4,5,4,5,5,5,7,5,7,7,2,6,6,6,8,3,4,5,4,5,4,6,5,6
layer_17,6,9,7,6,4,0,1,4,9,7,4,1,4,6,7,5,3,4,1,4,1,3,0,4,6,7,8,8,1,1,10,12
layer_18,7,8,10,10,4,4,1,2,4,4,7,4,5,6,7,7,4,4,1,6,3,10,8,4,6,3,7,6,5,6,7,7
layer_19,5,1,5,3,4,6,7,7,8,8,11,5,3,3,8,6,8,7,9,6,1,2,0,5,6,5,5,2,3,6,5,4
layer_20,7,3,5,7,4,7,6,3,6,11,6,10,5,8,7,6,3,6,5,7,6,3,3,10,7,7,6,4,6,6,8,8
layer_21,6,6,7,9,6,3,9,5,7,9,7,9,6,5,5,6,7,4,2,4,6,4,6,6,4,0,2,3,2,4,1,1
layer_22,6,7,5,3,7,6,8,7,5,6,6,8,3,1,3,1,2,5,4,5,5,5,6,5,6,4,7,6,5,12,11,3
layer_23,4,4,2,4,1,3,6,7,8,3,4,8,7,8,7,5,7,8,3,4,3,4,3,4,4,3,8,6,6,8,6,8
layer_24,1,5,4,2,6,6,7,3,3,5,2,5,4,5,6,5,7,4,6,5,7,8,5,5,6,12,4,9,6,6,4,5
layer_25,4,5,0,10,3,4,0,4,5,4,3,5,5,7,7,3,2,7,5,1,6,2,6,6,6,4,7,9,4,9,6,3
layer_26,2,3,4,4,2,5,4,8,3,6,4,7,2,4,5,6,9,9,5,2,5,2,1,6,4,5,2,6,4,5,1,0
layer_27,2,2,2,6,2,2,1,2,6,3,2,3,3,2,6,1,6,11,4,5,0,1,1,1,8,4,7,5,2,7,5,5
layer_28,10,4,8,5,3,3,0,4,2,3,1,2,1,1,0,9,9,7,11,7,0,2,1,1,8,7,10,3,3,4,0,3
layer_29,0,8,2,7,2,4,4,5,5,18,8,11,1,1,8,5,2,1,1,2,1,9,11,5,3,2,0,1,1,1,1,1
layer_30,7,6,10,10,5,1,1,5,7,4,2,8,6,1,0,0,4,2,2,0,3,2,1,1,5,4,7,10,0,3,1,0
layer_31,3,0,1,3,3,4,7,3,2,3,1,1,0,0,0,2,9,5,5,10,2,3,0,0,2,3,3,3,5,7,6,9
