,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0.2796124,0.19209187,0.56453687,0.19533995,0.1337723,0.20020746,0.11901867,0.33095106,0.15659285,0.120019205,0.26897457,0.24324106,0.0,0.2075295,0.21644801,0.11532231,0.08138762,0.138122,0.16418216,0.32594368,0.14259197,0.52510554,0.20050542,0.22273445
layer_1,0.6213111,0.1004019,0.2050378,0.28332293,0.16177198,0.06706151,0.19412425,0.10510281,0.10464435,0.20575099,0.32576618,0.22409786,0.14151864,0.0,1.0,0.20406917,0.29548797,0.0039334917,0.22253081,0.21491885,0.04001222,0.499513,0.28083262,0.0
layer_2,0.24456498,0.00825259,0.20450862,0.0992682,0.0038491816,0.003775327,0.0005521278,6.467984e-05,0.17297396,0.26491377,0.013489997,0.0007137829,7.442581e-05,0.30755126,0.0004928917,0.24810694,0.001006124,0.00038445182,0.17525561,0.23324527,0.17967437,0.003247879,0.04402118,0.19437227
layer_3,0.047376893,0.0068005705,0.082252435,0.18364137,0.19894853,0.28457618,0.003911466,0.2910291,0.38613257,0.3128849,0.013637086,0.11566599,0.24687101,0.6567324,0.0417025,0.2990719,0.28626117,0.06666354,0.001824824,0.3042365,7.3108095e-05,0.00088288344,0.005253745,0.0010654707
layer_4,0.39135286,2.8789555e-05,0.0033020037,0.07630429,0.0020686218,0.47082183,0.2667387,0.00016689139,0.00034023423,0.0001904123,0.0035230978,0.3169913,0.27069294,0.2821339,0.0022274752,0.0064928364,0.18012838,0.0005782381,0.004847859,0.0021855426,0.004391076,0.00036224796,0.3134463,0.48727274
layer_5,0.38652366,0.44807428,0.33853298,0.009435135,0.25114757,0.23149012,0.241946,0.034422457,0.52395177,0.016165018,0.28215367,0.065323845,0.24931805,0.037638705,0.22302447,0.24606882,0.43116087,0.03402067,0.011283571,0.23481527,0.054751705,0.3547078,0.35487,0.060264457
layer_6,0.15043847,0.020422952,0.24410227,0.27117023,0.25732207,0.005869707,0.28253144,0.32713252,0.04884325,0.048997585,0.26311412,0.014415429,0.006396267,0.3290661,1.5056844e-05,0.35538706,0.22038038,0.008972195,0.49835145,0.0013582441,0.001661654,0.0050087543,0.39203343,0.026442429
layer_7,0.19522043,0.28286377,0.09928034,0.020964704,0.28894952,0.32348338,0.28455755,0.32136655,0.29868332,0.41069192,0.26326522,0.32259718,0.06522184,0.13703032,0.06339618,0.43904352,0.37975314,0.2701867,0.21523027,0.02961652,0.08258251,0.13420409,0.0034680613,0.033379283
layer_8,0.25163126,0.368913,0.0044392627,0.28279632,0.3190978,0.015253774,0.093351394,0.28895837,0.05946129,0.0129123535,0.08219215,0.33022937,0.21432532,0.4285846,0.3350697,0.33706114,0.006040167,0.042077508,0.5387304,0.055814907,0.0030566894,0.023718212,0.06025394,0.14267993
layer_9,0.00074065576,0.0033199585,0.0009721709,0.117390305,0.24903314,0.0041817073,0.019284436,0.025477145,0.0001730497,0.00021427828,0.490952,0.4988303,0.0035101776,0.11576491,0.068222634,0.0006212593,0.0037011001,0.459973,0.00041962147,0.34277228,0.0013206484,0.029643722,0.11734162,0.009490982
layer_10,0.43279007,0.41536316,0.003985227,0.4828882,0.019771399,0.0015508771,0.002543824,0.0014135154,0.03831662,0.0415578,0.4002573,0.29647598,0.41615272,0.1823178,0.3737902,0.4094297,0.0007543527,0.2942798,0.11967918,0.12922515,0.29932708,0.32695282,0.2826878,0.06304643
layer_11,0.28274596,0.24954203,0.32662207,0.3208218,0.23027837,0.2961377,0.37119117,0.34517467,0.38152397,0.26193312,0.45006,0.2877751,0.33330023,0.24991144,0.42786705,0.26561543,0.30231258,0.3870281,0.40254796,0.30975324,0.33653188,0.2523941,0.26990977,0.34361863
layer_12,0.38780734,0.18771625,0.44385603,0.3881876,0.5489324,0.24003434,0.38250947,0.13930409,0.10229237,0.42319793,0.17296737,0.2624619,0.42530096,0.32027605,0.56718516,0.2708485,0.38037077,0.3144855,0.28118083,0.45044756,0.37007836,0.6857052,0.35353714,0.25482395
layer_13,0.12757634,0.32096988,0.44007707,0.44807667,0.48976198,0.41181782,0.4566982,0.098785594,0.069942676,0.29817647,0.11433096,0.497236,0.37483713,0.39950633,0.64269936,0.41347364,0.13511327,0.26432103,0.23570244,0.33413762,0.27077353,0.37790853,0.048720058,0.7464013
layer_14,0.30277187,0.31562772,0.17024161,0.4964797,0.176154,0.31297007,0.1785134,0.10409242,0.27350703,0.15301554,0.2650858,0.078741826,0.19664338,0.35314232,0.19879708,0.4477251,0.23071466,0.22752938,0.29152387,0.41725162,0.20995323,0.22373486,0.2322464,0.24158351
layer_15,0.22016072,0.26004526,0.31346914,0.2811671,0.26260293,0.30408588,0.33849803,0.27197483,0.28341043,0.2010469,0.24123585,0.1866845,0.24357945,0.21379809,0.22858045,0.28287625,0.2106121,0.08146731,0.19799177,0.16924393,0.2314851,0.23384763,0.18834127,0.1313358
layer_16,0.268828,0.37221277,0.19824655,0.21117127,0.27261138,0.21192446,0.13957542,0.13750923,0.18436585,0.31774008,0.25045854,0.17192055,0.38085905,0.28535166,0.22702245,0.25124124,0.17310007,0.25992295,0.21705113,0.28954548,0.3889871,0.2597191,0.10895811,0.24454677
layer_17,0.12542908,0.34517258,0.16078532,0.309164,0.17254958,0.15497176,0.14684775,0.28151578,0.3085583,0.37172163,0.352659,0.30588138,0.13792235,0.30322868,0.28546837,0.24616235,0.19020711,0.1430744,0.17839797,0.2932959,0.28573436,0.10997783,0.1697363,0.52853525
layer_18,0.36900163,0.18392448,0.12338901,0.1389044,0.23540618,0.22881767,0.21998012,0.13160537,0.21273111,0.1557714,0.14529192,0.2182207,0.26007932,0.12008868,0.21451697,0.15012203,0.18117258,0.31760982,0.15531471,0.2249178,0.1951934,0.15342078,0.16139755,0.18837099
layer_19,0.01859454,0.31478125,0.14941436,0.16603138,0.120299056,0.17190161,0.19486226,0.1523497,0.1674193,0.21216588,0.1491576,0.3916165,0.1575278,0.15935221,0.2339134,0.17188346,0.11936279,0.1849173,0.21823888,0.1761698,0.13012482,0.1579607,0.13239646,0.2480974
layer_20,0.11954352,0.15359844,0.14437217,0.27315953,0.17468812,0.15842354,0.17633961,0.16606143,0.13600758,0.13527675,0.1409074,0.25004488,0.14571331,0.11892019,0.15096308,0.14934103,0.29408583,0.13701028,0.17658047,0.31473467,0.14012553,0.11723609,0.148375,0.17051657
