,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0.0,0.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,851.0,0.0,0.0,524.0,0.0,909.0,2.0,552.0,670.0,0.0,0.0,0.0,0.0,126.0,0.0,302.0,23.0,0.0,33.0,603.0,1185.0
layer_1,528.0,0.0,14.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,0.0,23.0,103.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,399.0
layer_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
layer_3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,2.0,0.0,4.0
layer_4,0.0,60.0,0.0,0.0,17.0,556.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0,5.0,0.0
layer_5,5.0,606.0,130.0,0.0,0.0,0.0,0.0,150.0,0.0,5.0,0.0,0.0,0.0,198.0,1.0,37.0,1.0,1.0,0.0,0.0,53.0,20.0,48.0,0.0,2.0,0.0,0.0,0.0,414.0,0.0,0.0,7.0
layer_6,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,62.0,0.0,0.0,0.0,106.0,575.0,21.0,59.0,1.0,0.0,2.0,0.0,75.0,35.0,0.0,10.0,0.0,0.0,0.0,0.0,113.0,95.0,0.0,209.0
layer_7,716.0,136.0,0.0,26.0,0.0,27.0,38.0,161.0,271.0,140.0,217.0,83.0,0.0,11.0,96.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,413.0,35.0,3.0,0.0,0.0,0.0,4.0
layer_8,2.0,6.0,82.0,12.0,2.0,5.0,10.0,0.0,54.0,248.0,6.0,0.0,30.0,188.0,0.0,92.0,0.0,5.0,0.0,0.0,493.0,112.0,0.0,81.0,1.0,3.0,1.0,20.0,168.0,28.0,1.0,105.0
layer_9,146.0,113.0,0.0,0.0,3.0,6.0,0.0,8.0,0.0,0.0,23.0,10.0,36.0,0.0,5.0,3.0,1.0,9.0,0.0,10.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,4.0,13.0,253.0
