,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0.02817195,0.039410494,0.05386442,0.26472056,0.008940789,0.007903148,0.007147541,0.015429554,0.18329775,0.044293948,0.54170144,0.01920927,0.021567073,0.017800849,0.011306678,0.006104162,0.8285864,0.5487069,1.4015146,1.2463434,0.054596435,0.0011298312,0.10197928,0.0052869604,0.50550896,0.3349195,1.9729387,0.8911711,0.20240083,0.44332504,3.2617798,3.8589003
layer_1,0.5122439,0.11844447,0.8716882,0.06927847,0.20783542,0.028982628,0.33008778,1.13166,0.47583318,0.1171494,0.1034222,0.09069026,1.6907797,0.9121074,0.38348117,0.10577871,0.13129161,0.041697193,0.041571826,0.07208912,0.15816948,6.020366,0.12107433,0.26861408,0.07692893,0.13884105,1.2519315,2.2166014,0.70093876,0.026250003,1.3667742,0.0966571
layer_2,0.17271906,0.26260138,0.45331657,0.0572236,0.22477733,0.2499434,0.075316854,0.38123024,0.27541202,2.761691,0.26006866,0.14845504,0.056690723,0.50209624,0.029279217,0.112301216,0.118301995,0.09093231,0.25621694,0.32464236,0.004398928,0.025133254,0.1358524,0.003622868,0.22304437,0.78999877,0.16682903,0.2201113,0.24632041,0.5645331,3.4036093,1.4207618
layer_3,0.34839094,0.073634826,0.06645443,0.06336596,0.09523199,0.5429168,0.9063974,0.8209816,0.7547767,0.092509806,0.07542812,0.5680311,0.4783927,0.5475469,0.5022094,0.28698355,0.23366202,0.054885846,1.0073222,0.2956344,0.49985886,0.3338682,1.2121794,0.18715988,1.0281783,1.2512326,0.37702787,1.3705938,0.5513794,0.29142603,2.01097,1.2723511
layer_4,0.08052896,0.5301745,0.16568854,0.60850555,0.3653039,0.44436675,0.4098731,1.7014031,0.083271176,0.093886346,0.5343362,0.16106033,0.058248173,0.09890792,0.3927771,0.02445943,0.43326953,0.38777447,0.86947626,0.40580934,0.59371924,0.08035579,0.18256427,0.03127961,0.30912888,0.38896197,0.093246736,0.0229629,0.6723214,0.22957398,0.60682094,0.29144177
layer_5,3.2588248,0.57480645,0.1853267,0.46224588,0.3819,0.1013682,0.084648535,0.55108476,0.6727969,0.31449515,0.01235856,0.12827908,0.2359854,0.9896362,0.35706818,0.81344074,0.46023658,0.43428716,0.62591064,0.18110585,1.1661674,0.47056246,1.7764535,0.3028221,0.4553773,0.24783953,0.35596386,0.16679758,0.43862483,0.67292535,0.1976409,0.4505907
layer_6,0.11464938,0.15844415,0.020140802,0.12831302,0.32217628,0.8808224,1.1979592,1.130266,0.46621153,0.21672283,0.9896217,0.52467155,1.4416685,1.5909176,0.3742775,1.5047977,0.060228776,0.0868663,0.12214089,0.5567027,0.20870425,1.0412588,0.34212565,0.5556717,0.45254406,0.14498082,0.040548112,0.06129443,1.7460688,0.93419003,0.92607677,1.2960908
layer_7,1.5776782,0.32979122,0.46334827,0.4985511,0.5787568,0.7530139,0.2992439,0.73087794,0.48506302,1.1606742,0.5993202,0.5894006,0.3339288,0.4706619,1.0282034,0.5267848,0.00045230525,0.030656083,0.0038508016,0.053356133,0.89040875,0.30850282,0.09435083,0.41559023,0.57674724,1.3123926,0.2229197,0.19988811,0.22574565,0.1524238,0.84600264,0.46172228
layer_8,0.58989483,0.29214177,0.84081864,0.8001064,1.1631385,0.42778322,0.9932632,0.5557288,0.5778411,0.7327764,0.47315592,0.31460014,0.73585904,0.35780442,0.43294525,0.871599,0.22341983,0.85880697,0.27596003,0.2818332,1.4382967,0.84072113,0.52168566,0.4817636,0.34404054,0.5609591,0.2451871,0.9233231,0.6993299,0.6750376,1.2630911,1.1827091
layer_9,0.63763857,0.16602242,0.09510249,0.106558576,0.6117141,0.799279,0.7174926,1.0589147,0.20671177,0.12276654,0.30292967,0.67133546,0.31610352,0.6936565,0.52704537,0.44105136,0.34700993,0.38881356,0.9246373,0.23265985,0.07469853,0.7652942,0.52284527,0.57417333,1.6811514,0.21330607,0.08614301,0.19218795,0.067112654,0.93630546,3.0853179,1.3221133
layer_10,0.75282264,0.8420838,0.56832963,0.74509233,1.7360893,1.7704611,0.68651253,2.876309,0.23560041,0.5476474,0.80214983,0.20746727,4.3025036,1.9245534,2.00776,2.2390566,0.9831992,0.30047098,0.14497547,1.1619412,0.82203853,0.97198206,0.82512015,1.0001091,1.4324039,0.9938745,0.11036648,0.33964816,2.1450243,0.48090634,0.7511284,0.933616
layer_11,0.39889923,0.077180184,0.28914115,0.25402313,0.52216756,0.7293193,0.30938408,0.98193645,0.030398851,0.36333683,0.17151795,0.6474113,0.22426711,0.26860076,0.0692424,0.9357955,0.73322654,1.2078923,0.60628027,0.6807853,0.70236164,0.8844806,1.0913329,0.34204158,1.7257371,0.36341116,0.73654175,0.16021042,1.671939,0.76808625,0.65832615,0.79627454
layer_12,3.1729994,1.8278532,2.0735238,1.353633,0.113021664,0.002508685,0.04022126,0.0048387237,0.15992388,0.2116862,0.0023380073,0.013017739,0.6062281,0.72770566,0.59047097,0.3833498,0.7500707,0.8560457,0.8292368,0.37814415,0.5526162,0.473924,0.59534836,0.4374965,1.1762942,0.43490058,0.37270415,0.9398561,0.11597964,0.6399611,0.9374227,2.2054229
layer_13,0.9844998,0.85883313,2.6514165,0.66065335,2.0797288,0.12996121,0.9032143,0.4065813,0.558104,0.65581626,1.4011084,0.6356148,0.46708882,1.3349564,0.46844262,2.343907,0.852826,1.2088543,0.8825416,0.938888,0.7648472,0.93437195,1.232418,1.3375558,1.1990561,0.8996024,1.0713491,0.8881577,0.33231097,1.5842092,2.5501442,1.3368989
layer_14,1.1191853,0.93634343,0.59123856,0.3665623,0.13522895,0.74305713,0.051466618,0.6131355,0.9777504,0.34608185,0.6254917,0.62879175,0.31252152,2.9140441,0.29867774,1.2000077,1.1482376,0.1457816,0.09668918,0.101012826,1.7032224,0.7449667,0.78078264,0.3166832,0.19277963,0.63362926,0.52861303,1.3256361,0.5138911,0.4313829,0.14728741,0.05852929
layer_15,1.641832,0.48505324,0.6647442,0.39007,0.37996954,0.50203484,0.38007742,0.46379435,0.8877291,0.40243506,0.6408836,0.7171227,0.11967179,2.5092723,0.2542323,1.6292801,0.21958071,0.34312797,0.369211,1.0332385,0.44533426,0.039844852,0.28304178,0.014175594,0.00074240257,0.059684575,0.0015699026,0.06783021,0.47184482,1.0012503,0.7787646,0.7857247
layer_16,2.0114448,0.41218245,0.4452529,0.35251957,0.57104814,0.61150396,1.1355283,0.80180675,0.7940031,0.5568154,1.1869843,0.5605825,0.11530904,0.09817893,0.5854547,0.3479541,0.29868844,0.13911517,2.493971,0.15452185,0.2858566,0.49131486,0.23347114,2.0363553,0.63819784,0.45441404,0.85151607,0.46504435,0.5733018,0.14287317,0.56924266,0.5777305
layer_17,0.7345963,0.15161614,0.337149,0.29309437,2.0947633,0.9714567,0.8725164,1.0846953,0.107646756,0.3312152,0.8787309,5.1916976,1.1123676,0.9770631,1.172507,1.4098485,1.5893257,1.640571,2.8885727,1.7038664,1.5604248,1.1048561,1.0452725,1.517516,0.33821735,0.14426208,0.1268854,0.36933413,1.8693599,2.6926427,0.05844621,0.11963022
layer_18,0.0028983736,0.025672767,0.13337107,0.057084028,0.5513162,1.0831298,0.24556118,1.704354,1.4356751,0.34950823,1.0531985,0.35826612,0.38560987,0.22036316,0.06924342,0.37841737,0.96811223,1.6632509,0.53387994,0.47517926,0.6454104,0.09680529,0.048944168,0.08324082,0.52072,2.8867998,0.574372,0.22338301,0.6468063,0.06264943,0.26615137,0.583156
layer_19,0.42221275,1.2932247,0.9629542,0.50753224,0.53155094,0.7005977,0.30616125,0.4235711,0.22878358,0.091866255,0.29894075,0.098090716,0.6361484,0.5435513,1.0352182,1.4826673,0.1800263,0.1922451,0.17574707,0.31394404,0.10185806,1.1646698,0.88776606,0.19393213,0.8100306,0.13476428,1.5569321,1.0999258,0.1603425,0.13137065,0.7292006,0.37343377
layer_20,0.34784007,0.43227208,0.428415,0.6176641,0.15521996,0.32797334,0.06283197,0.2988702,0.5737903,0.09186785,0.44820365,1.0697519,0.15531626,0.13920543,0.2747697,0.7538247,2.0474606,0.22791399,0.13778543,0.3124053,0.12755737,1.1119937,0.48045084,0.056209423,0.7840135,0.73483557,1.070518,1.1748416,0.2870341,0.18402904,0.04059221,0.13670602
layer_21,0.08751494,0.1259151,0.07974537,0.04075562,0.10850386,0.21157514,0.39858112,0.35438633,0.50495356,0.15607518,0.2473283,0.21925871,0.79008555,0.46327347,0.77062345,1.3655741,0.055811778,0.3708605,0.11335305,0.074050166,1.0309174,0.23797837,0.25112817,0.5614171,2.259061,1.8477777,0.47856408,0.8355355,0.1352776,0.3030263,0.14583379,0.3060867
layer_22,0.24664257,0.09910588,0.38482925,0.38813525,0.15327753,0.27042755,0.18094832,0.089353465,0.48846242,0.06998828,0.02408884,0.17294906,1.0581647,0.560159,0.8433336,0.83845174,0.33025363,0.05554257,0.1753935,0.09262112,1.0479596,0.14031519,0.9291709,0.26953667,0.07623404,0.80450463,0.14282535,0.14148448,1.0149727,0.32465822,0.18151723,0.09152934
layer_23,0.36378798,0.63473487,2.3418486,1.762871,0.8515918,0.24141891,0.30416888,0.28210145,0.14360824,0.15355,0.39054447,0.13513958,0.07887314,0.058402658,0.085534364,0.15946534,0.66317016,0.88310015,1.2778596,0.9903652,0.25880152,2.0262792,0.36909503,0.26709527,0.8938053,0.77161306,1.1730433,1.8527219,0.10036365,0.120048925,0.92443913,0.23999572
