,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,1.308865,5.622712,0.40950572,2.6290214,2.1098938,2.7244768,15.517778,30.698565,14.290489,0.68109703,0.6573957,1.2431388,2.2782965,11.0354,10.481644,34.512768,9.014947,19.969793,5.897323,25.602425,5.9775977,1.2721522,2.7341794e-05,0.00097469747
layer_1,6.7368226,3.9975407,1.5083886,0.99285656,0.90088445,1.0704525,12.463316,3.0066109,6.621933,17.249231,0.5609663,2.8298292,1.3361715,5.0671363,0.685198,1.1333702,14.364131,7.951967,0.62212515,0.7693262,0.39023143,17.77022,3.163368,1.8996688
layer_2,2.3629687,1.1711364,1.8844097,8.38784,3.9908295,6.560838,1.4346083,1.1518601,1.9517813,5.8048387,9.652321,5.977016,2.3412123,1.4061353,10.26292,1.4014922,0.47451475,0.83683664,3.7581663,3.1459742,3.6944222,2.6053483,16.0543,4.123457
layer_3,12.931483,2.75354,5.225442,2.9860687,3.3390725,5.785298,5.737624,4.245919,3.4005878,15.501703,6.4250574,14.036604,2.0298643,1.7080114,1.0283487,11.241041,13.75228,2.5588572,9.123907,4.7884016,6.504548,19.235855,12.498937,16.691162
layer_4,7.196337,4.4995255,2.6501188,9.293913,4.6995173,16.023766,24.910624,20.140177,2.9838972,2.4304676,10.5822115,2.172102,12.943794,2.942285,12.992159,5.905426,2.171985,20.445892,7.6078196,11.543529,4.3553543,2.8971682,0.8996468,6.4633765
layer_5,4.31789,5.780251,6.7372293,25.541834,28.881285,14.572725,1.1318896,0.14682019,7.9425583,7.0838313,4.1304574,25.791214,32.795033,21.414904,7.174343,5.9064183,12.916965,19.48705,6.2719607,9.136495,11.604045,14.095732,7.13279,8.813385
layer_6,6.1575775,2.6861954,3.8967862,8.798536,14.569016,11.157396,5.48242,5.640172,6.05296,13.2036085,18.027658,14.818643,4.798224,4.7890306,7.097939,27.898882,14.2651415,10.980618,13.689953,14.778677,18.908724,48.181454,7.0240645,6.743433
layer_7,9.083426,14.642948,18.683216,20.569546,18.27925,18.39411,34.564045,36.036694,26.634968,16.789717,9.235922,23.747578,12.644347,15.96112,23.195654,15.926431,19.804571,14.089526,28.617775,55.49938,134.50499,15.303876,14.875401,15.477327
layer_8,8.973655,25.426529,12.822569,17.766045,11.903865,15.19455,9.136011,11.725177,6.846439,13.490073,28.596642,28.432493,20.483355,23.441479,27.305424,12.992393,24.844517,4.675211,16.647572,17.569674,19.412811,16.121155,37.617737,23.266148
layer_9,28.765705,24.353893,24.781382,5.3215947,9.658517,7.5456643,27.043613,40.81057,6.5156894,16.934288,20.37836,14.865493,14.524337,12.873536,28.371916,14.804166,16.71695,22.053757,12.865242,29.33182,4.803958,19.960468,19.505869,11.025522
layer_10,17.80497,22.687305,24.729975,20.442064,22.307863,20.374825,63.662,19.92252,37.40753,25.691137,37.319115,7.281488,18.66304,36.068516,27.754433,21.086887,12.099029,22.678305,38.158222,29.555986,29.870884,5.657915,9.573232,19.717411
layer_11,20.646097,16.965237,38.531864,23.46062,22.088306,21.095825,15.594087,18.9942,23.70967,15.716275,22.177938,31.192518,41.81228,39.270523,17.037699,9.66242,21.825886,8.558096,30.439793,27.073875,20.489698,44.740414,16.80651,25.86875
layer_12,26.013746,21.129496,28.2308,5.474456,7.9051075,14.975794,35.58181,26.08264,25.308239,18.460833,21.807009,20.482052,34.240128,13.475387,49.10638,13.404527,12.8323145,19.397757,9.181193,6.0526605,10.952943,8.711654,19.121813,26.727488
layer_13,16.879229,22.128147,14.735063,22.706999,14.885142,23.802418,6.739827,23.27287,25.061941,25.728212,22.831985,18.205738,12.231413,6.47707,6.9474583,29.723616,11.902848,18.36865,22.5066,25.123068,16.61831,15.015982,12.332502,17.308388
layer_14,15.962675,8.011664,1.592906,22.524355,18.756802,30.855911,17.733585,24.776428,16.390764,9.601492,27.295523,9.315626,16.68973,12.620579,6.4245644,18.204447,23.076382,16.769958,18.213768,25.706924,17.4653,12.906385,6.7715316,7.9536743
layer_15,8.646344,5.21688,16.203983,23.917135,10.686134,14.851704,9.603623,16.628473,12.341833,17.537477,21.703821,18.804287,8.07496,1.5202334,8.63422,11.107237,12.788468,22.70796,6.0230184,4.778002,8.55504,9.505765,9.085112,11.638211
layer_16,5.4358296,14.50869,1.1267142,2.9190762,2.7064266,1.8143829,16.21621,9.816361,14.413364,7.5000625,13.58469,7.9927936,2.1742785,1.7454116,5.4457498,4.39175,4.219952,4.6793437,9.22395,14.648039,13.194261,13.3092575,7.2707615,6.897686
layer_17,21.538876,3.6805656,9.748543,1.6381971,3.2926517,4.7980523,13.857364,7.2828913,10.60504,8.019387,6.525419,3.204724,1.3892125,3.119331,3.082235,13.4265175,4.129551,10.397957,7.4754996,1.5716542,1.8321549,1.8799009,3.8421357,1.904634
layer_18,4.504484,5.4020605,2.4509387,1.392556,1.8169729,1.561976,4.891959,6.4488206,7.9444,9.620133,7.7691164,6.5326233,1.062776,3.494797,3.766786,1.1127299,7.519616,5.4913087,3.5927258,5.6226444,9.965818,8.495586,3.9138212,5.3092747
layer_19,7.793924,23.66384,10.326071,6.4232388,6.9793625,4.3235617,6.7708683,7.1441264,4.9020014,4.523682,3.969349,6.823583,1.1273165,5.243163,2.080055,0.9935741,2.2185092,1.654794,5.8722634,6.033221,8.468847,1.2353263,0.9423153,1.258168
