model,dependency,layer,head,topk_hits,avg_relative_score,avg_uas,variance_uas,languages_present,coverage,max_layer,normalized_layer_depth,normalized_variance,universality_score,eligible
Carballo-bloom-1.3B,acl,4,1,1,0.9574467864078777,0.207373275,0.0001132608311920332,1,1.0,23,0.17391304347826086,0.9912480944732553,0.008379483821527011,False
Carballo-bloom-1.3B,advcl,4,6,1,0.8936170066962426,0.114754096,0.0,2,0.5,23,0.17391304347826086,0.0,0.4468085033481213,False
Carballo-bloom-1.3B,advcl,7,4,1,0.8333333177777782,0.17857143,0.0,2,0.5,23,0.30434782608695654,0.0,0.4166666588888891,False
Carballo-bloom-1.3B,advcl,22,2,1,0.8333333177777782,0.17857143,0.0,2,0.5,23,0.9565217391304348,0.0,0.4166666588888891,False
Carballo-bloom-1.3B,advcl,23,5,1,0.9574468151380715,0.12295082,0.0,2,0.5,23,1.0,0.0,0.47872340756903575,False
Carballo-bloom-1.3B,advcl,23,9,2,1.0,0.17135051,0.0036868645154882,2,1.0,23,1.0,0.9997288403639015,0.0002711596360984725,False
Carballo-bloom-1.3B,advmod,7,0,1,0.9205020992769734,0.45833334,0.0,2,0.5,23,0.30434782608695654,0.0,0.4602510496384867,False
Carballo-bloom-1.3B,advmod,8,0,1,0.9205020992769734,0.45833334,0.0,2,0.5,23,0.34782608695652173,0.0,0.4602510496384867,False
Carballo-bloom-1.3B,advmod,9,0,1,0.9657794824062802,0.2393968,0.0,2,0.5,23,0.391304347826087,0.0,0.4828897412031401,False
Carballo-bloom-1.3B,advmod,20,1,2,1.0,0.37289801499999997,0.03125932819601806,2,1.0,23,0.8695652173913043,0.9999680105725784,3.198942742155264e-05,False
Carballo-bloom-1.3B,amod,4,0,2,0.9989106841262381,0.48697658,0.018898448357388794,2,1.0,23,0.17391304347826086,0.9999470884027358,5.285395982136542e-05,False
Carballo-bloom-1.3B,amod,7,0,2,0.9979864711312023,0.48661635,0.019038775572045,2,1.0,23,0.30434782608695654,0.9999474783725146,5.241587367219101e-05,False
Carballo-bloom-1.3B,amod,8,0,2,0.9989106841262381,0.48697658,0.018898448357388794,2,1.0,23,0.34782608695652173,0.9999470884027358,5.285395982136542e-05,False
Carballo-bloom-1.3B,amod,17,0,1,1.0,0.5854592,0.0,2,0.5,23,0.7391304347826086,0.0,0.5,False
Carballo-bloom-1.3B,appos,8,1,1,0.9375000152343747,0.1923077,0.0,1,1.0,23,0.34782608695652173,0.0,0.9375000152343747,False
Carballo-bloom-1.3B,appos,10,0,1,0.9687500076171873,0.198717955,5.4788492220033326e-05,1,1.0,23,0.43478260869565216,0.9820751563592016,0.017364692413560326,False
Carballo-bloom-1.3B,aux,3,2,1,1.0,0.36723164,0.0,1,1.0,23,0.13043478260869565,0.0,1.0,False
Carballo-bloom-1.3B,aux,5,0,1,0.984615377912426,0.36158192,0.0,1,1.0,23,0.21739130434782608,0.0,0.984615377912426,False
Carballo-bloom-1.3B,aux:pass,2,0,1,1.0,0.45945945,0.0,1,1.0,23,0.08695652173913043,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,2,1,1,1.0,0.45945945,0.0,1,1.0,23,0.08695652173913043,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,3,0,1,1.0,0.45945945,0.0,1,1.0,23,0.13043478260869565,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,3,3,1,1.0,0.45945945,0.0,1,1.0,23,0.13043478260869565,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,4,0,1,1.0,0.45945945,0.0,1,1.0,23,0.17391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,6,2,1,1.0,0.45945945,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,7,0,1,1.0,0.45945945,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,8,0,1,1.0,0.45945945,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,15,0,1,1.0,0.45945945,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,17,0,1,1.0,0.45945945,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,19,2,1,1.0,0.45945945,0.0,1,1.0,23,0.8260869565217391,0.0,1.0,False
Carballo-bloom-1.3B,aux:pass,21,1,1,1.0,0.45945945,0.0,1,1.0,23,0.9130434782608695,0.0,1.0,False
Carballo-bloom-1.3B,case,2,4,1,0.8859348489609842,0.30064029,0.0,2,0.5,23,0.08695652173913043,0.0,0.4429674244804921,False
Carballo-bloom-1.3B,case,3,0,2,0.9809365588839135,0.4690899475,0.024345994458200498,2,1.0,23,0.13043478260869565,0.9999589271685375,4.028984195842927e-05,False
Carballo-bloom-1.3B,case,3,1,1,0.9669337982170767,0.5978934,0.0,2,0.5,23,0.13043478260869565,0.0,0.48346689910853835,False
Carballo-bloom-1.3B,cc,4,3,1,0.9193548413371487,0.56435645,0.0,2,0.5,23,0.17391304347826086,0.0,0.45967742066857437,False
Carballo-bloom-1.3B,cc,5,2,2,0.9935046795416331,0.43230355249999997,0.04160428009676809,2,1.0,23,0.21739130434782608,0.9999759645891657,2.387929313857163e-05,False
Carballo-bloom-1.3B,cc,6,0,1,0.9655172011211149,0.24810126,0.0,2,0.5,23,0.2608695652173913,0.0,0.48275860056055747,False
Carballo-bloom-1.3B,cc:preconj,1,10,1,1.0,1.0,0.0,1,1.0,23,0.043478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,3,13,1,1.0,1.0,0.0,1,1.0,23,0.13043478260869565,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,4,7,1,1.0,1.0,0.0,1,1.0,23,0.17391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,4,14,1,1.0,1.0,0.0,1,1.0,23,0.17391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,3,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,4,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,5,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,6,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,7,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,8,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,9,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,10,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,11,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,12,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,13,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,14,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,5,15,1,1.0,1.0,0.0,1,1.0,23,0.21739130434782608,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,3,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,4,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,6,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,7,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,8,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,9,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,10,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,11,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,12,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,13,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,14,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,6,15,1,1.0,1.0,0.0,1,1.0,23,0.2608695652173913,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,5,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,6,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,7,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,8,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,9,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,10,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,11,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,12,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,13,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,14,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,7,15,1,1.0,1.0,0.0,1,1.0,23,0.30434782608695654,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,4,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,5,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,6,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,7,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,8,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,9,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,10,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,11,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,12,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
