model,dependency,layer,head,topk_hits,avg_relative_score,avg_uas,variance_uas,languages_present,coverage,max_layer,normalized_layer_depth,normalized_variance,universality_score,eligible
Carballo-bloom-1.3B,cc:preconj,8,13,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,14,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,8,15,1,1.0,1.0,0.0,1,1.0,23,0.34782608695652173,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,5,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,6,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,7,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,8,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,9,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,10,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,11,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,12,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,13,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,14,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,9,15,1,1.0,1.0,0.0,1,1.0,23,0.391304347826087,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,2,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,4,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,6,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,7,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,8,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,9,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,10,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,11,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,12,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,13,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,14,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,10,15,1,1.0,1.0,0.0,1,1.0,23,0.43478260869565216,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,4,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,6,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,8,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,9,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,10,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,11,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,12,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,13,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,14,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,11,15,1,1.0,1.0,0.0,1,1.0,23,0.4782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,2,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,4,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,6,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,8,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,9,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,10,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,11,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,12,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,13,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,14,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,12,15,1,1.0,1.0,0.0,1,1.0,23,0.5217391304347826,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,2,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,3,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,4,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,5,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,6,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,7,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,8,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,9,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,10,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,11,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,12,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,13,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,14,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,13,15,1,1.0,1.0,0.0,1,1.0,23,0.5652173913043478,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,4,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,6,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,7,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,8,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,9,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,10,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,11,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,12,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,13,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,14,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,14,15,1,1.0,1.0,0.0,1,1.0,23,0.6086956521739131,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,2,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,3,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,4,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,5,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,7,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,8,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,9,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,10,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,11,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,12,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,13,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,14,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,15,15,1,1.0,1.0,0.0,1,1.0,23,0.6521739130434783,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,2,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,3,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,4,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,6,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,7,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,8,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,9,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,10,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,11,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,12,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,13,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,14,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,16,15,1,1.0,1.0,0.0,1,1.0,23,0.6956521739130435,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,2,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,3,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,4,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,5,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,6,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,8,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,9,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,10,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,12,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,13,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,14,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,17,15,1,1.0,1.0,0.0,1,1.0,23,0.7391304347826086,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,2,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,4,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,5,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,6,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,7,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,8,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,9,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,10,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,11,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
Carballo-bloom-1.3B,cc:preconj,18,12,1,1.0,1.0,0.0,1,1.0,23,0.782608695652174,0.0,1.0,False
