language,configuration,model,dependency,layer,head,uas_score,architecture,is_multilingual,rank,best_score,relative_score
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,0,31,0.28927204,decoder,True,1.0,0.28927204,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,0,31,0.3886076,decoder,True,1.0,0.3886076,1.0
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,0,31,0.4059406,decoder,True,1.0,0.4059406,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,0,31,0.27626458,decoder,True,1.0,0.27626458,1.0
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.3180291,decoder,True,2.0,0.3393057,0.937293714782864
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.28779396,decoder,True,3.0,0.3393057,0.8481848669208918
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.35321638,decoder,True,2.0,0.4,0.8830409499999999
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.32748538,decoder,True,3.0,0.4,0.81871345
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.35164836,decoder,True,1.0,0.35164836,1.0
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.28544062,decoder,True,2.0,0.28927204,0.9867549591035483
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.2605364,decoder,True,3.0,0.28927204,0.9006622278461478
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.33544305,decoder,True,2.0,0.3886076,0.863192202108245
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.30506328,decoder,True,3.0,0.3886076,0.7850162477522313
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.3069307,decoder,True,2.0,0.4059406,0.756097566983938
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.2920792,decoder,True,3.0,0.4059406,0.7195121650803098
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cc,14,13,0.21400778,decoder,True,2.0,0.27626458,0.7746479117952798
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,18,5,0.21052632,decoder,True,1.0,0.21052632,1.0
ca,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,18,5,0.20614035,decoder,True,2.0,0.21052632,0.9791666429166672
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,18,5,0.23442137,decoder,True,1.0,0.23442137,1.0
es,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,18,5,0.21661721,decoder,True,2.0,0.23442137,0.9240506102323351
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.20614035,decoder,True,2.0,0.21052632,0.9791666429166672
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.20614035,decoder,True,2.0,0.21052632,0.9791666429166672
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.20178041,decoder,True,3.0,0.23442137,0.8607594520926143
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.20930232,decoder,True,1.0,0.20930232,1.0
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.20930232,decoder,True,1.0,0.20930232,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.25,decoder,True,1.0,0.25,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.25,decoder,True,1.0,0.25,1.0
gl,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.24545455,decoder,True,3.0,0.25,0.9818182
gl,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.24545455,decoder,True,3.0,0.25,0.9818182
pt,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.2857143,decoder,True,3.0,0.30612245,0.9333333768888887
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.2857143,decoder,True,3.0,0.30612245,0.9333333768888887
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.2857143,decoder,True,3.0,0.30612245,0.9333333768888887
pt,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,ccomp,0,19,0.2857143,decoder,True,3.0,0.30612245,0.9333333768888887
ca,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,18,5,0.2857143,decoder,True,1.0,0.2857143,1.0
ca,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,18,5,0.27631578,decoder,True,2.0,0.2857143,0.967105181644741
es,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,18,5,0.2857143,decoder,True,1.0,0.2857143,1.0
es,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,18,5,0.269514,decoder,True,2.0,0.2857143,0.9432989528350524
fr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,18,5,0.36864406,decoder,True,1.0,0.36864406,1.0
fr,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,18,5,0.36864406,decoder,True,1.0,0.36864406,1.0
ca,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.2462406,decoder,True,3.0,0.2857143,0.8618420569078973
es,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.22827688,decoder,True,3.0,0.2857143,0.798969040051548
eu,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.3147541,decoder,True,1.0,0.3147541,1.0
eu,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.30819672,decoder,True,2.0,0.3147541,0.9791666574001736
fr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.2648305,decoder,True,3.0,0.36864406,0.718390796802748
fr,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.2648305,decoder,True,3.0,0.36864406,0.718390796802748
gl,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.36055776,decoder,True,1.0,0.36055776,1.0
gl,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.35856575,decoder,True,2.0,0.36055776,0.994475198647784
gl,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.35258964,decoder,True,3.0,0.36055776,0.977900572712677
tr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.7160494,decoder,True,1.0,0.7160494,1.0
tr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,clausal_verb_arguments,14,13,0.6666667,decoder,True,3.0,0.7160494,0.9310345068370981
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,31,1,0.5096774,decoder,True,1.0,0.5096774,1.0
ca,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,31,1,0.5032258,decoder,True,2.0,0.5096774,0.9873417969876632
es,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,31,1,0.52873564,decoder,True,3.0,0.54022986,0.9787234641195138
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,31,1,0.52873564,decoder,True,3.0,0.54022986,0.9787234641195138
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.43225807,decoder,True,3.0,0.5096774,0.8481013087886574
es,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.54022986,decoder,True,1.0,0.54022986,1.0
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.54022986,decoder,True,1.0,0.54022986,1.0
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.97727275,decoder,True,1.0,0.97727275,1.0
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.79545456,decoder,True,3.0,0.97727275,0.8139534843266631
gl,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.8695652,decoder,True,1.0,0.8695652,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.8695652,decoder,True,1.0,0.8695652,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.8695652,decoder,True,1.0,0.8695652,1.0
gl,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.8695652,decoder,True,1.0,0.8695652,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compound,0,31,0.9741936,decoder,True,1.0,0.9741936,1.0
ca,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.51699644,decoder,True,1.0,0.51699644,1.0
ca,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.5164891,decoder,True,2.0,0.51699644,0.99901867796227
en,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.76251453,decoder,True,1.0,0.76251453,1.0
es,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.56774193,decoder,True,3.0,0.58996415,0.9623329315857581
es,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.56774193,decoder,True,3.0,0.58996415,0.9623329315857581
eu,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.79710144,decoder,True,2.0,0.9627329,0.8279569961720432
fr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.52100843,decoder,True,3.0,0.6302521,0.8266667100355556
fr,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.52100843,decoder,True,3.0,0.6302521,0.8266667100355556
gl,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.6893354,decoder,True,3.0,0.72797525,0.9469214784431202
gl,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.6893354,decoder,True,3.0,0.72797525,0.9469214784431202
tr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,11,17,0.7177097,decoder,True,2.0,0.9214381,0.7789016972491153
ca,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.47742262,decoder,True,3.0,0.51699644,0.9234543665329689
es,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.58996415,decoder,True,1.0,0.58996415,1.0
es,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.58996415,decoder,True,1.0,0.58996415,1.0
eu,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.9627329,decoder,True,1.0,0.9627329,1.0
eu,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.67287785,decoder,True,3.0,0.9627329,0.698924748494624
fr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.6302521,decoder,True,1.0,0.6302521,1.0
fr,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.6302521,decoder,True,1.0,0.6302521,1.0
gl,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.72797525,decoder,True,1.0,0.72797525,1.0
gl,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.72797525,decoder,True,1.0,0.72797525,1.0
pt,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.5595238,decoder,True,1.0,0.5595238,1.0
pt,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.5595238,decoder,True,1.0,0.5595238,1.0
pt,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.52645504,decoder,True,3.0,0.5595238,0.9408983853769938
pt,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.52645504,decoder,True,3.0,0.5595238,0.9408983853769938
tr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,compounds,0,31,0.9214381,decoder,True,1.0,0.9214381,1.0
ca,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.42063493,decoder,True,1.0,0.42063493,1.0
ca,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.42063493,decoder,True,1.0,0.42063493,1.0
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.42063493,decoder,True,1.0,0.42063493,1.0
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.42063493,decoder,True,1.0,0.42063493,1.0
en,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.39097744,decoder,True,1.0,0.39097744,1.0
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.39097744,decoder,True,1.0,0.39097744,1.0
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.39097744,decoder,True,1.0,0.39097744,1.0
en,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.39097744,decoder,True,1.0,0.39097744,1.0
es,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.44013304,decoder,True,1.0,0.44013304,1.0
es,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.44013304,decoder,True,1.0,0.44013304,1.0
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.44013304,decoder,True,1.0,0.44013304,1.0
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.44013304,decoder,True,1.0,0.44013304,1.0
fr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.39939025,decoder,True,1.0,0.39939025,1.0
fr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.39939025,decoder,True,1.0,0.39939025,1.0
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.39939025,decoder,True,1.0,0.39939025,1.0
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.39939025,decoder,True,1.0,0.39939025,1.0
gl,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.4310511,decoder,True,1.0,0.4310511,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.4310511,decoder,True,1.0,0.4310511,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.4310511,decoder,True,1.0,0.4310511,1.0
gl,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.4310511,decoder,True,1.0,0.4310511,1.0
pt,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.37037036,decoder,True,3.0,0.39814815,0.9302325277663605
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.37037036,decoder,True,3.0,0.39814815,0.9302325277663605
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.37037036,decoder,True,3.0,0.39814815,0.9302325277663605
pt,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.37037036,decoder,True,3.0,0.39814815,0.9302325277663605
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.51376146,decoder,True,1.0,0.51376146,1.0
tr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.51376146,decoder,True,1.0,0.51376146,1.0
tr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.51376146,decoder,True,1.0,0.51376146,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conj,8,1,0.51376146,decoder,True,1.0,0.51376146,1.0
ca,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.19025022,decoder,True,1.0,0.19025022,1.0
ca,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.19025022,decoder,True,1.0,0.19025022,1.0
ca,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.18679896,decoder,True,3.0,0.19025022,0.9818593639471218
ca,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.18679896,decoder,True,3.0,0.19025022,0.9818593639471218
es,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.19075145,decoder,True,1.0,0.19075145,1.0
es,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.19075145,decoder,True,1.0,0.19075145,1.0
es,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.18586038,decoder,True,3.0,0.19075145,0.9743589367210577
es,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.18586038,decoder,True,3.0,0.19075145,0.9743589367210577
fr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.20193021,decoder,True,1.0,0.20193021,1.0
fr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.20193021,decoder,True,1.0,0.20193021,1.0
fr,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.19747587,decoder,True,3.0,0.20193021,0.9779411906717672
fr,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.19747587,decoder,True,3.0,0.20193021,0.9779411906717672
gl,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.21203831,decoder,True,1.0,0.21203831,1.0
gl,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.21203831,decoder,True,1.0,0.21203831,1.0
gl,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.20839034,decoder,True,3.0,0.21203831,0.9827957032858826
gl,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.20839034,decoder,True,3.0,0.21203831,0.9827957032858826
tr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.18341307,decoder,True,2.0,0.19617225,0.9349593023478092
tr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,conjunctions,8,1,0.18341307,decoder,True,2.0,0.19617225,0.9349593023478092
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cop,14,13,0.41911766,decoder,True,1.0,0.41911766,1.0
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cop,14,13,0.34375,decoder,True,2.0,0.39375,0.873015873015873
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,cop,14,13,0.340625,decoder,True,3.0,0.39375,0.8650793650793651
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cop,14,13,0.3740458,decoder,True,3.0,0.48346055,0.7736842230457066
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cop,14,13,0.34647888,decoder,True,2.0,0.4225352,0.8200000378666676
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,cop,14,13,0.33802816,decoder,True,3.0,0.4225352,0.8
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cop,0,30,0.4154412,decoder,True,2.0,0.41911766,0.9912280957094483
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,cop,0,30,0.4117647,decoder,True,3.0,0.41911766,0.9824560959803029
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,cop,0,30,0.305,decoder,True,2.0,0.32,0.953125
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,cop,0,30,0.305,decoder,True,2.0,0.32,0.953125
ca,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,csubj,0,31,0.33962265,decoder,True,1.0,0.33962265,1.0
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,csubj,0,31,0.33962265,decoder,True,1.0,0.33962265,1.0
ca,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,csubj,0,31,0.3018868,decoder,True,3.0,0.33962265,0.8888888888888888
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Mistral-7B-v0.3,csubj,0,31,0.3018868,decoder,True,3.0,0.33962265,0.8888888888888888
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Mistral-7B-v0.3,csubj,0,31,0.24,decoder,True,3.0,0.32,0.75
