,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,44,15,0,0,14,31,11,41,13,22,11,15
layer_1,3,26,1,4,38,9,7,43,0,3,2,1
layer_2,17,3,57,1,0,10,0,2,0,59,5,0
layer_3,0,3,1,0,0,0,0,0,0,34,54,84
layer_4,40,1,1,1,0,0,0,19,0,21,0,66
layer_5,0,1,0,0,0,0,3,99,2,9,0,0
layer_6,51,0,101,70,0,1,0,0,0,10,1,1
layer_7,0,0,3,56,16,1,0,6,0,39,1,1
layer_8,0,0,8,0,5,2,0,0,21,11,4,0
layer_9,1,2,2,10,1,0,0,0,0,5,7,0
layer_10,0,0,0,0,1,0,0,4,0,0,0,1
layer_11,0,0,0,0,0,0,0,0,0,0,0,0
