,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,537.1295,76.20987,396.964,449.49454,197.76031,158.20053,48.196,471.0793,258.3008,305.1366,294.08188,260.90497
layer_1,148.8221,199.63393,275.46524,240.21631,201.38907,196.48814,136.10336,130.3318,117.542816,419.30014,116.89111,138.55328
layer_2,97.82747,260.64758,54.654827,316.0072,41.924835,211.18474,214.84216,120.1772,148.40878,488.16827,127.49057,226.11311
layer_3,145.60898,107.57097,290.4589,115.27772,280.36865,403.21683,428.22162,101.29827,157.6742,451.59268,276.70688,532.6795
layer_4,262.51633,720.61847,327.91818,435.44244,296.6236,153.01067,102.860214,130.32043,380.55533,663.2291,223.30316,149.14026
layer_5,886.8949,130.53627,403.40854,507.75424,495.69598,506.26578,253.60701,1545.5756,515.05225,510.57492,208.6889,280.73572
layer_6,477.09216,712.6536,486.66824,939.8494,248.74353,330.087,649.2091,281.3848,765.4469,64.252594,876.69684,530.1493
layer_7,113.7976,497.6435,695.0041,1010.1469,222.25536,273.8218,293.40402,392.4515,661.9234,315.2371,490.07996,1107.9789
layer_8,722.77075,392.95325,675.6702,1294.8594,64.796616,184.40518,1175.9067,900.85376,1239.0195,431.30103,403.84238,474.85025
layer_9,344.15262,724.2296,542.6649,1102.9883,320.44156,442.5124,825.139,376.35547,907.1119,371.41104,202.78854,594.6612
layer_10,626.7423,200.914,138.92705,363.89853,607.8608,1423.7421,631.1848,599.2586,336.7673,734.02075,319.1022,124.53648
layer_11,482.7102,570.1824,195.85901,508.66037,1164.8732,876.3919,285.49786,468.0952,572.73914,866.41125,1052.8342,694.30255
