,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,15.4254465,11.045471,23.813585,7.7777066,15.804996,15.147457,12.9201,5.133086,8.393913,11.1718445,12.206242,6.3056955
layer_1,9.218625,25.934994,47.27319,8.595352,5.1678734,9.656752,18.901966,8.537669,10.608694,32.80651,14.500435,5.0234847
layer_2,7.774625,8.76453,4.1586657,8.098159,6.44091,11.477101,9.251867,6.337552,6.797174,19.645367,5.712302,5.0148373
layer_3,3.2052357,6.836087,9.523151,8.193204,14.257926,6.2211804,9.444885,9.44521,16.173653,4.3460054,6.1864634,17.170197
layer_4,29.076899,13.262952,14.447766,8.052709,28.321764,35.467266,21.552954,9.723835,31.273405,13.899042,24.194273,10.12702
layer_5,3.2412148,0.52904475,10.198882,4.1365185,20.379223,9.432809,7.098625,12.62804,9.296559,11.860287,14.118456,22.184662
layer_6,4.288337,38.14086,73.89086,39.678406,11.710079,10.805654,7.2451496,13.090555,43.01608,1.7919983,7.0697246,17.898176
layer_7,29.00358,9.596153,8.284449,51.761387,13.217825,32.13473,22.079128,6.3490005,10.43914,22.229403,2.9222672,6.4399996
layer_8,9.313403,27.228403,16.43467,12.939222,41.456142,39.817017,1.9768033,21.717411,24.342503,20.531029,26.169807,126.49744
layer_9,9.981033,41.801556,9.296809,10.926857,15.7280035,70.35441,12.125991,42.961365,76.16222,7.1666694,14.255585,21.235746
layer_10,40.38758,9.356091,20.146467,33.66445,63.117935,5.2168097,14.031796,16.17431,26.265968,9.981876,1.3416854,42.208153
layer_11,29.298546,4.527433,6.3352256,11.931752,40.163754,11.438144,37.060143,19.749685,57.851536,11.5199,31.535782,6.4254174
