,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,56.80681,33.04984,62.39121,11.648433,40.600407,24.597168,40.293633,33.24858,30.573162,30.972582,36.792164,7.279706
layer_1,19.550396,39.53144,14.997517,16.712418,23.638115,32.726784,16.918741,19.757946,24.392826,31.146381,33.026993,15.37106
layer_2,12.156968,18.521767,64.56952,21.648195,17.95444,9.070323,17.388405,19.86567,12.324638,8.771942,13.474238,10.379238
layer_3,52.91,14.104375,24.81941,16.080074,29.5793,6.410384,22.724714,21.511662,20.244171,16.091066,12.631632,32.946583
layer_4,20.393263,50.86439,27.6545,61.129753,59.932796,61.851517,23.985783,22.119566,69.59157,14.044735,63.96401,26.783989
layer_5,0.9558838,18.668638,8.36494,20.687946,65.732285,5.728931,15.476307,15.853247,18.707464,25.262415,60.741444,54.19019
layer_6,8.743466,58.724136,57.190937,146.47392,51.899837,3.894602,4.2909718,28.638557,92.87252,37.035538,19.517122,41.594723
layer_7,42.70098,32.703186,42.58637,201.57298,42.763535,117.12975,53.67319,4.5701766,20.882952,59.40288,7.636793,31.773556
layer_8,4.5932994,101.23377,21.691683,23.774267,119.660255,70.59666,18.758856,65.8966,98.64111,61.56835,52.980534,161.84354
layer_9,26.302128,145.34021,10.795595,33.38918,75.493996,166.374,36.670868,53.68236,154.09949,32.846375,9.193993,240.52002
layer_10,66.28939,32.090065,78.01197,117.962036,51.211052,18.307953,51.778046,58.835243,22.67081,44.03016,27.930536,127.190315
layer_11,58.45353,9.079493,29.061022,24.26525,16.894863,40.72456,25.910805,8.818631,104.35111,7.095784,105.30982,68.94715
