,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,63,51,448,4,952,6,38,6,71,40,397,62,104,70,169,463,8,21,51,59,0,33,22,39
layer_1,38,94,0,0,119,7,8,14,394,16,3,656,610,218,450,91,29,200,29,6,270,10,20,442
layer_2,18,2,2,51,53,0,15,0,0,4,1,0,12,623,2,0,29,0,11,185,13,17,4,8
layer_3,0,1,19,148,30,41,16,461,73,10,172,99,0,177,12,29,50,6,0,3,0,0,0,29
layer_4,0,20,0,523,21,340,5,49,13,75,0,26,0,0,2,0,164,0,40,49,644,110,22,20
layer_5,4,393,257,7,110,219,125,26,19,7,0,27,7,0,0,0,851,21,8,0,0,16,344,28
layer_6,821,60,50,56,1,0,36,34,400,33,0,2,0,125,4,412,0,2,277,24,24,107,79,9
layer_7,202,1,8,31,1,388,23,197,0,0,6,276,20,68,3,176,21,0,0,0,7,47,17,14
layer_8,3,171,0,2,359,35,12,16,15,116,80,0,35,17,0,1,0,40,223,0,0,3,65,1
layer_9,2,0,2,13,8,0,1,21,10,1,0,0,0,4,2,114,433,98,11,0,116,33,8,16
layer_10,9,41,4,14,3,0,0,6,9,17,158,2,2,79,0,4,3,0,29,14,27,0,25,98
layer_11,13,3,0,107,23,15,5,0,6,0,0,0,4,0,0,12,0,0,0,0,0,0,1,0
layer_12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_13,49,46,0,2,241,3,0,51,150,54,6,899,397,55,211,32,26,148,96,12,18,11,3,227
layer_14,39,2,0,47,42,0,20,2,0,1,6,3,12,703,1,1,63,2,37,19,51,69,22,7
layer_15,0,3,15,429,5,35,41,474,25,14,74,99,0,85,1,41,101,5,0,2,3,4,0,9
layer_16,0,5,0,293,16,159,5,21,12,26,0,17,1,2,2,0,31,0,16,48,503,33,19,3
layer_17,0,239,202,7,73,132,83,13,21,4,0,36,12,2,1,0,788,8,8,3,0,7,158,18
layer_18,392,47,25,29,1,0,25,27,412,19,1,1,1,37,3,268,0,0,190,5,27,67,23,8
layer_19,192,2,6,53,4,188,22,136,0,0,6,270,11,40,2,68,2,4,3,1,2,16,11,11
layer_20,2,58,0,62,174,2,34,2,14,18,36,0,6,4,1,0,0,10,53,2,1,9,20,0
layer_21,0,1,2,4,0,1,1,40,15,3,4,0,11,0,2,76,55,13,9,0,13,12,0,4
layer_22,1,9,38,15,6,23,55,4,35,4,34,7,3,10,0,44,5,2,0,6,41,7,39,23
layer_23,222,25,37,148,81,11,3,43,19,27,0,0,63,7,28,70,4,11,0,34,0,3,2,2
