,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,132,130,313,457,289,273,1325,334,87,5,203,118
layer_1,22,0,1618,46,1,116,63,25,0,0,0,0
layer_2,0,238,0,1142,1,0,5,1,0,0,53,1679
layer_3,0,0,0,598,29,19,5,4,293,1,1190,40
layer_4,0,0,98,458,795,0,5,24,0,69,1,6
layer_5,33,0,2,323,4,0,0,60,1720,0,1,0
layer_6,64,0,0,889,0,116,2,1,287,1633,0,50
layer_7,0,34,3,0,0,106,0,0,0,30,136,873
layer_8,12,0,5,1,909,0,413,0,36,0,1,2
layer_9,3,0,112,25,181,0,8,0,3,98,0,0
layer_10,163,13,5,0,0,1,4,21,168,0,1,0
layer_11,1,0,0,0,1,2,0,0,0,0,4,0
