,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,114,100,264,18,0,0,417,176,80,78,1,19,0,175,300,0
layer_1,4,1,7,2,215,10,4,100,25,4,0,6,2,4,147,24
layer_2,3,10,62,10,115,199,39,21,45,7,91,33,129,284,42,57
layer_3,17,3,2,0,11,205,0,1,121,96,5,1,44,11,208,5
layer_4,14,8,57,1,0,1,7,0,347,133,36,0,7,3,4,51
layer_5,0,0,0,26,354,70,9,0,3,69,1,2,153,12,98,0
layer_6,63,0,3,2,602,92,26,1,0,9,9,101,318,0,31,48
layer_7,0,0,7,136,0,190,0,0,27,27,0,0,25,51,2,21
layer_8,219,0,28,55,3,0,48,2,48,3,1,1,13,23,0,2
layer_9,16,27,0,0,6,7,7,47,0,3,4,83,7,20,3,0
layer_10,40,16,26,4,268,177,1,13,115,25,101,76,10,5,13,18
layer_11,10,6,1,5,170,25,111,248,88,17,5,0,4,142,1,0
layer_12,0,30,7,72,131,450,0,1,0,2,0,0,67,3,1,0
layer_13,6,51,0,13,0,0,30,0,54,129,3,23,0,0,340,0
layer_14,3,5,9,26,294,6,10,52,9,0,168,167,1,0,0,90
layer_15,174,259,1,0,9,44,426,135,39,49,0,21,62,0,111,139
layer_16,346,224,5,0,58,69,0,15,2,287,0,7,0,0,17,0
layer_17,0,7,61,82,0,0,34,21,0,0,29,4,29,35,60,46
layer_18,0,12,3,12,1,5,15,86,0,179,0,316,51,64,13,43
layer_19,10,64,51,171,157,125,3,53,1,16,0,0,25,268,50,15
layer_20,331,283,70,43,1,9,21,33,7,9,10,1,11,18,10,90
layer_21,81,13,12,22,2,43,1,16,58,6,44,32,6,34,62,364
layer_22,11,70,312,108,0,6,49,1,146,328,15,43,34,51,301,185
layer_23,22,2,0,0,191,7,24,569,0,1,85,0,27,20,32,1
layer_24,0,0,371,248,98,189,55,115,0,0,1,25,0,0,15,150
layer_25,1,8,0,14,286,224,5,63,16,143,4,1,0,0,384,0
layer_26,0,2,9,41,25,6,179,4,10,298,5,4,0,78,0,45
layer_27,131,0,198,28,132,6,76,223,8,162,0,0,33,1,6,56
layer_28,13,3,0,0,2,0,0,146,0,0,0,2,1,0,0,0
layer_29,0,0,0,0,0,72,14,1,0,4,99,75,48,2,0,2
layer_30,5,0,6,0,0,0,102,0,1,1,14,135,0,7,2,32
layer_31,21,13,2,177,0,49,0,0,62,6,53,0,1,0,9,0
layer_32,2,0,0,0,0,0,0,0,4,157,7,9,187,0,0,0
layer_33,1,0,0,0,9,1,1,11,20,25,10,0,0,23,0,0
layer_34,1,0,1,0,1,1,0,0,5,14,8,0,0,0,0,0
layer_35,0,0,0,6,13,3,0,0,5,7,4,21,0,0,0,0
layer_36,1,3,5,0,0,6,0,0,0,2,6,0,0,0,110,1
layer_37,0,0,1,1,0,15,0,2,0,14,0,0,2,0,0,0
layer_38,0,18,0,0,5,15,0,0,0,9,0,0,1,1,0,0
layer_39,4,0,18,0,1,1,0,20,0,0,2,3,0,20,0,0
layer_40,0,0,0,57,0,0,34,0,0,0,4,0,1,0,0,0
layer_41,60,8,0,0,0,4,8,0,1,0,12,0,0,0,0,0
