,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,111.0,38.0,197.0,140.0,62.0,122.0,35.0,3.0,40.0,149.0,192.0,120.0
layer_1,5.0,7.0,235.0,104.0,207.0,10.0,4.0,7.0,1.0,0.0,3.0,24.0
layer_2,98.0,5.0,0.0,360.0,44.0,0.0,0.0,94.0,152.0,0.0,60.0,38.0
layer_3,247.0,45.0,26.0,5.0,158.0,4.0,47.0,30.0,254.0,127.0,105.0,1.0
layer_4,6.0,82.0,24.0,68.0,90.0,36.0,7.0,40.0,185.0,0.0,32.0,0.0
layer_5,97.0,0.0,333.0,153.0,7.0,0.0,197.0,277.0,102.0,207.0,47.0,132.0
layer_6,188.0,91.0,498.0,100.0,75.0,301.0,212.0,47.0,4.0,2.0,359.0,207.0
layer_7,157.0,175.0,365.0,84.0,15.0,344.0,5.0,22.0,47.0,140.0,251.0,217.0
layer_8,211.0,32.0,115.0,189.0,2.0,60.0,50.0,31.0,13.0,77.0,168.0,89.0
layer_9,32.0,22.0,34.0,112.0,72.0,24.0,28.0,37.0,35.0,52.0,51.0,43.0
layer_10,60.0,50.0,97.0,67.0,34.0,28.0,117.0,30.0,46.0,210.0,41.0,87.0
layer_11,71.0,60.0,39.0,53.0,74.0,60.0,45.0,35.0,144.0,44.0,54.0,98.0
