,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,2.0,12.0,28.0,74.0,5.0,50.0,26.0,1.0,125.0,17.0,32.0,55.0,95.0,1.0,59.0,6.0
layer_1,2.0,24.0,1.0,25.0,7.0,42.0,0.0,43.0,13.0,4.0,4.0,4.0,25.0,134.0,10.0,4.0
layer_2,31.0,1.0,6.0,16.0,96.0,1.0,56.0,6.0,0.0,27.0,76.0,5.0,13.0,2.0,28.0,40.0
layer_3,25.0,25.0,24.0,30.0,22.0,6.0,27.0,24.0,24.0,27.0,24.0,25.0,30.0,48.0,24.0,24.0
layer_4,24.0,24.0,24.0,29.0,24.0,39.0,26.0,19.0,26.0,24.0,24.0,26.0,24.0,27.0,25.0,26.0
layer_5,24.0,24.0,65.0,24.0,26.0,13.0,24.0,24.0,24.0,25.0,24.0,22.0,28.0,32.0,24.0,22.0
layer_6,24.0,18.0,26.0,27.0,179.0,30.0,24.0,24.0,24.0,24.0,25.0,24.0,18.0,24.0,24.0,24.0
layer_7,24.0,25.0,27.0,23.0,24.0,25.0,24.0,24.0,24.0,31.0,24.0,23.0,24.0,24.0,24.0,24.0
layer_8,24.0,26.0,13.0,25.0,24.0,24.0,22.0,29.0,24.0,24.0,24.0,24.0,45.0,24.0,26.0,24.0
layer_9,23.0,24.0,63.0,24.0,15.0,24.0,25.0,25.0,24.0,46.0,24.0,24.0,24.0,27.0,25.0,24.0
layer_10,24.0,27.0,24.0,29.0,22.0,23.0,24.0,25.0,24.0,25.0,24.0,23.0,24.0,23.0,24.0,24.0
layer_11,24.0,25.0,23.0,22.0,40.0,21.0,15.0,25.0,25.0,26.0,5.0,47.0,26.0,27.0,24.0,28.0
layer_12,24.0,24.0,24.0,25.0,24.0,24.0,24.0,40.0,24.0,24.0,27.0,24.0,22.0,25.0,24.0,24.0
layer_13,23.0,24.0,24.0,24.0,25.0,11.0,29.0,24.0,24.0,24.0,24.0,24.0,24.0,29.0,24.0,24.0
layer_14,27.0,14.0,24.0,24.0,24.0,24.0,28.0,26.0,25.0,16.0,24.0,24.0,24.0,22.0,24.0,24.0
layer_15,24.0,25.0,24.0,16.0,24.0,24.0,24.0,26.0,24.0,24.0,23.0,24.0,24.0,19.0,25.0,24.0
layer_16,24.0,24.0,23.0,24.0,24.0,24.0,25.0,25.0,23.0,25.0,24.0,23.0,24.0,24.0,24.0,24.0
layer_17,18.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,25.0,27.0,22.0,24.0
layer_18,22.0,24.0,24.0,24.0,24.0,28.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,24.0
layer_19,22.0,23.0,24.0,22.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,25.0,24.0,24.0
layer_20,25.0,24.0,25.0,21.0,24.0,23.0,24.0,24.0,24.0,24.0,22.0,23.0,24.0,23.0,11.0,22.0
layer_21,23.0,24.0,25.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,23.0,24.0,31.0,24.0,24.0,24.0
layer_22,23.0,23.0,23.0,24.0,25.0,24.0,24.0,24.0,22.0,24.0,24.0,24.0,24.0,24.0,30.0,24.0
layer_23,24.0,26.0,24.0,24.0,24.0,23.0,23.0,24.0,29.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
layer_24,24.0,24.0,23.0,24.0,24.0,24.0,25.0,29.0,21.0,24.0,24.0,24.0,28.0,23.0,24.0,24.0
layer_25,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,23.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0
layer_26,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,27.0,24.0,24.0,24.0,24.0,27.0
layer_27,22.0,24.0,17.0,17.0,24.0,26.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0
